transcript	stat	collagen
Cluster-11300.0	0.679130749	0
Cluster-11404.3	2.842841638	0
Cluster-11492.0	-0.081077142	0
Cluster-12162.0	0.005942405	0
Cluster-12207.0	0.242987223	0
Cluster-12465.1	0.105586773	0
Cluster-12481.0	-0.040428192	0
Cluster-12673.1	0.776932114	0
Cluster-12706.0	0.129788089	0
Cluster-12890.0	-0.018426537	0
Cluster-12913.0	-2.69145537	0
Cluster-12913.1	0.220725881	0
Cluster-12926.2	0.00517218	0
Cluster-12971.2	0.251485028	0
Cluster-13025.0	-0.082939822	0
Cluster-13035.2	2.223720166	0
Cluster-13066.1	0.725936342	0
Cluster-13101.0	2.445903218	0
Cluster-13101.1	0.245294051	0
Cluster-13124.0	-0.040383454	0
Cluster-13131.0	1.136549531	0
Cluster-13131.1	0.530878061	0
Cluster-13194.0	0.138450847	0
Cluster-13370.0	0.099002304	0
Cluster-13435.0	-2.047789726	0
Cluster-13450.0	-0.028793086	0
Cluster-13546.3	0.686770754	0
Cluster-13576.3	0.06900683	0
Cluster-13576.4	0.399575516	0
Cluster-13583.0	0.289589701	0
Cluster-13704.0	0.262642341	0
Cluster-13716.0	0.314432643	0
Cluster-13775.4	0.573961654	0
Cluster-13912.0	-0.35443965	0
Cluster-13930.0	0.587224871	0
Cluster-14126.0	0.178119269	0
Cluster-14247.0	0.20224921	0
Cluster-14435.1	1.38236376	0
Cluster-14442.1	1.850852572	0
Cluster-14455.1	1.132994979	0
Cluster-14493.1	0.117099897	0
Cluster-14519.1	-0.371450924	0
Cluster-14523.0	0.314249556	0
Cluster-14546.1	-1.211914538	0
Cluster-14593.3	-0.019973027	0
Cluster-14609.1	0.336514786	0
Cluster-14687.0	0.163569455	0
Cluster-14692.1	-0.490094781	0
Cluster-14702.1	-0.311536257	0
Cluster-14778.0	-0.045175307	0
Cluster-14817.0	0.297259746	0
Cluster-14996.1	-0.431712595	0
Cluster-15020.0	-0.534518831	0
Cluster-15117.0	0.180532512	0
Cluster-15176.0	-0.462531185	0
Cluster-15186.1	0.613076549	0
Cluster-15270.2	-0.025062032	0
Cluster-15424.0	0.447700079	0
Cluster-15574.0	-1.24462219	0
Cluster-15574.1	0.645118502	0
Cluster-15574.2	1.031942308	0
Cluster-15578.0	0.143661251	0
Cluster-15681.0	-0.100152701	0
Cluster-15685.0	0.224950443	0
Cluster-15695.1	-0.796621078	0
Cluster-15695.2	0.232431313	0
Cluster-15734.0	-0.014312819	0
Cluster-15759.0	1.869843428	0
Cluster-15853.0	0.093062008	0
Cluster-15929.1	0.321274038	0
Cluster-15980.1	0.301379996	0
Cluster-15984.1	0.227749532	0
Cluster-16001.0	0.409330634	0
Cluster-16040.1	-0.05064742	0
Cluster-16046.1	1.062550665	0
Cluster-16051.1	0.401729952	0
Cluster-16082.2	0.802649458	0
Cluster-16082.4	0.696974737	0
Cluster-16089.0	0.071189025	0
Cluster-16129.0	0.177231657	0
Cluster-16150.2	1.077059361	0
Cluster-16162.1	-0.101597358	0
Cluster-16195.0	1.193047075	0
Cluster-16253.1	0.344078248	0
Cluster-16257.1	0.084690265	0
Cluster-16276.0	-1.188929219	0
Cluster-16309.0	1.981968742	0
Cluster-16322.0	0.405367634	0
Cluster-16356.0	0.197506765	0
Cluster-16418.0	0.094525794	0
Cluster-16456.0	0.371447162	0
Cluster-16458.0	0.09835309	0
Cluster-16481.0	0.062774227	0
Cluster-16500.0	0.275403365	0
Cluster-16531.0	-0.925841768	0
Cluster-16531.1	1.37176781	0
Cluster-16531.2	-0.619791838	0
Cluster-16538.0	0.967275554	0
Cluster-16547.0	-0.245155312	0
Cluster-16577.0	-0.01089293	0
Cluster-16597.1	-0.030539696	0
Cluster-16696.0	0.216963773	0
Cluster-16700.1	1.165841227	0
Cluster-16797.1	-0.087806908	0
Cluster-16892.2	0.37263176	0
Cluster-16906.0	0.811057371	0
Cluster-16968.0	-0.438035324	0
Cluster-16981.3	2.689003376	0
Cluster-16981.4	0.037406092	0
Cluster-17022.0	0.084632956	0
Cluster-17088.1	0.822817826	0
Cluster-17149.0	2.901065271	0
Cluster-17230.0	1.936102885	0
Cluster-17258.0	2.209222959	0
Cluster-17271.0	0.372370253	0
Cluster-17397.0	2.070954944	0
Cluster-17399.2	1.592399117	0
Cluster-17409.1	-1.129234561	0
Cluster-17434.1	2.110852937	0
Cluster-17461.0	-0.062384884	0
Cluster-17478.0	-0.024919021	0
Cluster-17506.1	-0.150752625	0
Cluster-17514.1	1.198303103	0
Cluster-17577.0	0.184356581	0
Cluster-17595.0	-0.204339434	0
Cluster-17622.0	0.729675828	0
Cluster-17660.0	0.291856705	0
Cluster-17664.0	0.633658406	0
Cluster-17675.0	1.215688505	0
Cluster-17700.0	0.035587006	0
Cluster-17872.0	-0.028878275	0
Cluster-17908.1	0.087315532	0
Cluster-18154.0	-0.003066115	0
Cluster-18218.0	0.233623537	0
Cluster-18296.0	3.004513147	0
Cluster-18303.0	0.531305795	0
Cluster-18374.3	-1.163395718	0
Cluster-18384.0	0.115419688	0
Cluster-18402.0	0.382246332	0
Cluster-18471.0	0.240915215	0
Cluster-18471.1	0.406153507	0
Cluster-18475.1	0.051791283	0
Cluster-18478.0	0.022677133	0
Cluster-18482.1	-0.090368841	0
Cluster-18492.0	-0.149694195	0
Cluster-18514.0	0.089915538	0
Cluster-18517.0	0.394940413	0
Cluster-18519.0	0.018226401	0
Cluster-18587.0	0.639365427	0
Cluster-18600.1	0.881543179	0
Cluster-18620.1	1.189780366	0
Cluster-18637.0	1.074239205	0
Cluster-18661.0	-0.297627584	0
Cluster-18723.0	0.269386517	0
Cluster-18735.0	1.950747886	0
Cluster-18778.0	0.111637367	0
Cluster-19023.0	1.831188769	0
Cluster-19082.0	-0.07535255	0
Cluster-19154.0	0.296965616	0
Cluster-19199.0	0.534497418	0
Cluster-19215.2	1.601814376	0
Cluster-19246.0	1.108591084	0
Cluster-19262.2	0.23022465	0
Cluster-19305.0	0.003970088	0
Cluster-19334.0	0.848588184	0
Cluster-19342.0	0.554788303	0
Cluster-19367.0	-0.082335792	0
Cluster-19394.0	-0.071607177	0
Cluster-19397.2	0.548070912	0
Cluster-19452.1	-0.628965689	0
Cluster-19467.0	0.098284807	0
Cluster-19505.0	-0.37288574	0
Cluster-19521.0	-0.296738597	0
Cluster-19558.1	0.177099555	0
Cluster-19580.0	0.933966956	0
Cluster-19599.1	-0.234392131	0
Cluster-19622.0	-0.206543578	0
Cluster-19625.0	-0.028098224	0
Cluster-19639.0	0.055918103	0
Cluster-19677.0	1.180297162	0
Cluster-19711.0	0.085434145	0
Cluster-19765.1	0.177660283	0
Cluster-19779.1	0.193747581	0
Cluster-19907.1	-0.446114127	0
Cluster-19915.0	-0.169296678	0
Cluster-19932.0	0.22233337	0
Cluster-19960.0	0.131286465	0
Cluster-19980.0	0.010917864	0
Cluster-19998.0	0.059111138	0
Cluster-20010.0	0.109955971	0
Cluster-20016.0	-0.112836641	0
Cluster-20018.7	-0.652347058	0
Cluster-20018.8	-0.486153267	0
Cluster-20033.0	0.025339058	0
Cluster-20036.0	0.080578195	0
Cluster-20042.1	-0.438984863	0
Cluster-20065.0	0.140359309	0
Cluster-20102.0	5.431227346	0
Cluster-20117.0	-0.044119653	0
Cluster-20141.0	-0.144092687	0
Cluster-20162.0	-0.548979125	0
Cluster-20178.0	0.069076483	0
Cluster-20179.0	0.247798273	0
Cluster-20218.0	0.082149068	0
Cluster-20251.1	0.379907901	0
Cluster-20252.0	0.213550975	0
Cluster-20284.0	0.192483072	0
Cluster-20293.0	0.438277821	0
Cluster-20323.0	0.004417681	0
Cluster-20325.0	-0.08070277	0
Cluster-20331.0	1.36412408	0
Cluster-20348.0	0.408601992	0
Cluster-20474.2	0.768268443	0
Cluster-20492.4	0.335326248	0
Cluster-20503.0	0.048464429	0
Cluster-20504.2	0.450867186	0
Cluster-20522.0	0.713577019	0
Cluster-20530.0	0.15740106	0
Cluster-20542.1	-0.651996902	0
Cluster-20564.1	0.467982759	0
Cluster-20589.2	0.018567975	0
Cluster-20613.0	2.103328843	0
Cluster-20613.1	-1.249942005	0
Cluster-20619.1	1.60373608	0
Cluster-20619.4	0.282051447	0
Cluster-20627.1	-0.666067652	0
Cluster-20632.1	0.00541205	0
Cluster-20635.1	0.023165246	0
Cluster-20688.0	0.492873912	0
Cluster-20695.0	-0.044102084	0
Cluster-20761.0	-0.044810248	0
Cluster-20780.0	-0.479670434	0
Cluster-20825.0	0.420236667	0
Cluster-20827.0	-0.121850332	0
Cluster-20841.0	0.446303248	0
Cluster-20882.0	-0.006489462	0
Cluster-20895.0	0.314020893	0
Cluster-20907.0	0.18492863	0
Cluster-20910.0	0.496147185	0
Cluster-20941.0	0.413418049	0
Cluster-20950.2	-0.41415619	0
Cluster-20953.0	0.187194619	0
Cluster-20968.0	0.460428047	0
Cluster-20971.0	-0.790339625	0
Cluster-20971.1	0.571492662	0
Cluster-20980.1	-0.436019065	0
Cluster-21002.0	-0.152808426	0
Cluster-21033.0	0.95037028	0
Cluster-21055.1	-0.061046903	0
Cluster-21058.0	0.245369263	0
Cluster-21068.0	-0.077317675	0
Cluster-21074.0	0.634194747	0
Cluster-21139.1	0.00720981	0
Cluster-21139.3	0.877224098	0
Cluster-21148.0	-0.335877658	0
Cluster-21160.0	0.080345065	0
Cluster-21160.1	0.873468145	0
Cluster-21161.0	1.688419581	0
Cluster-21198.1	-0.59633617	0
Cluster-21206.0	-1.391444928	0
Cluster-21207.0	0.00982496	0
Cluster-21210.0	0.008722664	0
Cluster-21219.0	0.715350301	0
Cluster-21221.0	0.298861879	0
Cluster-21250.0	0.618916588	0
Cluster-21255.0	2.78639837	0
Cluster-21263.0	0.046095338	0
Cluster-21267.0	-0.598373305	0
Cluster-21275.0	-0.536820662	0
Cluster-21277.2	0.512179252	0
Cluster-21354.0	0.281728464	0
Cluster-21360.1	0.069858109	0
Cluster-21361.0	0.142044083	0
Cluster-21364.4	-0.16298162	0
Cluster-21364.5	0.728405271	0
Cluster-21380.0	0.215191062	0
Cluster-21394.1	0.396412336	0
Cluster-21410.0	1.076122952	0
Cluster-21418.0	-0.146288609	0
Cluster-21426.0	0.032879967	0
Cluster-21443.0	0.276918297	0
Cluster-21444.0	-0.042104988	0
Cluster-21446.0	0.07909281	0
Cluster-21449.0	-0.056352096	0
Cluster-21470.0	-0.073136568	0
Cluster-21470.2	0.454820084	0
Cluster-21477.0	-0.019270595	0
Cluster-21482.0	-0.030437985	0
Cluster-21489.0	-0.353081098	0
Cluster-21490.0	-0.08384893	0
Cluster-21495.1	0.153417396	0
Cluster-21578.0	-0.104305196	0
Cluster-21587.0	-0.029939216	0
Cluster-21591.0	-1.577278975	0
Cluster-21606.2	-0.079152163	0
Cluster-21678.1	0.531196449	0
Cluster-21713.0	-0.556755982	0
Cluster-21717.1	0.979909193	0
Cluster-21722.0	0.011985706	0
Cluster-21728.3	-0.260097463	0
Cluster-21764.0	-0.441197783	0
Cluster-21774.0	-0.69314476	0
Cluster-21794.1	-0.103377432	0
Cluster-21814.0	0.140157101	0
Cluster-21856.0	-0.053648904	0
Cluster-21879.0	0.094106142	0
Cluster-21886.0	0.117347383	0
Cluster-21899.0	0.192513026	0
Cluster-21907.0	0.01972765	0
Cluster-21978.3	-0.501332481	0
Cluster-22024.0	0.838067029	0
Cluster-22029.0	0.47946331	0
Cluster-22079.0	-0.10724627	0
Cluster-22108.0	0.220740177	0
Cluster-22112.0	0.074175426	0
Cluster-22153.0	0.638534766	0
Cluster-22156.0	0.726732009	0
Cluster-22165.0	0.429450569	0
Cluster-22169.1	-1.172344755	0
Cluster-22184.2	1.092564856	0
Cluster-22200.2	-0.329873117	0
Cluster-22206.3	-0.467955133	0
Cluster-22221.1	3.68774868	0
Cluster-22240.0	-0.034996338	0
Cluster-22273.1	-0.39724283	0
Cluster-22318.2	0.244648252	0
Cluster-22336.0	-0.349303217	0
Cluster-22337.0	-0.085638469	0
Cluster-22344.0	0.306622983	0
Cluster-22360.0	0.00347455	0
Cluster-22383.1	1.46887814	0
Cluster-22490.0	0.736133853	0
Cluster-22532.0	0.252142412	0
Cluster-22569.3	-1.21681029	0
Cluster-22598.0	0.164371855	0
Cluster-22605.0	0.131583073	0
Cluster-22607.0	0.524513923	0
Cluster-22618.0	0.492900615	0
Cluster-22619.0	0.102676327	0
Cluster-22623.1	1.106300949	0
Cluster-22715.0	0.477924887	0
Cluster-22728.0	-0.081829534	0
Cluster-22741.0	0.468675723	0
Cluster-22757.0	0.639692014	0
Cluster-22792.0	0.015922314	0
Cluster-22818.1	-0.590197858	0
Cluster-22890.0	-0.113524592	0
Cluster-22910.0	1.129443916	0
Cluster-22947.0	-0.559999758	0
Cluster-22968.0	0.47533878	0
Cluster-22970.2	0.465961633	0
Cluster-22972.0	0.116447716	0
Cluster-22975.0	-0.140482335	0
Cluster-22990.2	0.45622676	0
Cluster-23021.1	2.813657719	0
Cluster-23038.0	-0.324397457	0
Cluster-23072.0	0.308605506	0
Cluster-23077.0	-0.441866134	0
Cluster-23084.1	0.132770866	0
Cluster-23088.1	0.214543567	0
Cluster-23095.0	0.283916644	0
Cluster-23098.3	-0.204037051	0
Cluster-23102.1	3.051809896	0
Cluster-23134.0	0.529261386	0
Cluster-23135.0	0.135591784	0
Cluster-23136.0	0.00365722	0
Cluster-23136.3	0.987105031	0
Cluster-23169.0	-0.028190383	0
Cluster-23182.2	0.098500295	0
Cluster-23202.1	-0.893891379	0
Cluster-23205.0	-0.271290899	0
Cluster-23315.0	0.179713182	0
Cluster-23343.1	0.409944178	0
Cluster-23372.1	2.9422884	0
Cluster-23375.3	0.639033062	0
Cluster-23390.1	-0.155010472	0
Cluster-23401.0	-2.120610882	0
Cluster-23420.1	0.393549805	0
Cluster-23493.0	-0.044617141	0
Cluster-23517.0	0.227888849	0
Cluster-23517.1	0.541973476	0
Cluster-23534.0	-0.178338605	0
Cluster-23536.0	0.070123795	0
Cluster-23550.1	0.464920021	0
Cluster-23573.1	0.4040303	0
Cluster-23588.3	-0.041961362	0
Cluster-23632.0	-0.01264723	0
Cluster-23648.0	-0.12564264	0
Cluster-23684.0	0.361199201	0
Cluster-23686.2	-1.273251104	0
Cluster-23707.1	-0.104644135	0
Cluster-23707.2	-0.030932449	0
Cluster-23726.1	-0.065701489	0
Cluster-23754.0	-0.058578549	0
Cluster-23757.1	1.907890572	0
Cluster-23772.0	-0.449756091	0
Cluster-23801.3	-0.594223706	0
Cluster-23806.0	0.958073403	0
Cluster-23832.1	0.955580099	0
Cluster-23836.0	-0.370624825	0
Cluster-23917.0	0.641321791	0
Cluster-23928.0	1.328703523	0
Cluster-23948.4	0.586523483	0
Cluster-23956.0	-0.699148603	0
Cluster-23960.1	-1.089597597	0
Cluster-23967.0	0.24779051	0
Cluster-23974.0	1.240918968	0
Cluster-24008.0	0.204715701	0
Cluster-24024.1	-0.015185362	0
Cluster-24050.0	0.003751628	0
Cluster-24061.0	-0.33445897	0
Cluster-24068.1	0.054006298	0
Cluster-24093.0	-0.347271538	0
Cluster-24095.0	-0.03841975	0
Cluster-24128.0	0.374791409	0
Cluster-24192.3	-0.108480059	0
Cluster-24241.0	0.609224655	0
Cluster-24257.0	-0.122654409	0
Cluster-24290.0	0.907868862	0
Cluster-24330.1	0.192796411	0
Cluster-24366.3	1.085004437	0
Cluster-24377.0	0.604298423	0
Cluster-24383.0	-0.172213064	0
Cluster-24392.0	0.039360457	0
Cluster-24393.0	0.319464406	0
Cluster-24406.0	0.146744531	0
Cluster-24424.0	0.441884766	0
Cluster-24427.0	-0.301815929	0
Cluster-24440.1	0.3520707	0
Cluster-24451.1	-0.335659253	0
Cluster-24463.0	0.426822526	0
Cluster-24463.1	0.118039074	0
Cluster-24465.0	0.357236127	0
Cluster-24474.3	0.515663624	0
Cluster-24474.4	-0.840747177	0
Cluster-24475.1	-0.469141684	0
Cluster-24492.2	0.679310117	0
Cluster-24535.0	0.65713295	0
Cluster-24539.0	0.384829214	0
Cluster-24553.0	0.255976309	0
Cluster-24572.3	-0.534154029	0
Cluster-24572.4	1.36233082	0
Cluster-24587.0	0.638556103	0
Cluster-24588.0	0.316260661	0
Cluster-24663.0	-0.01847294	0
Cluster-24683.1	0.271826668	0
Cluster-24719.0	0.468471578	0
Cluster-24747.0	0.163035683	0
Cluster-24771.1	-1.077686525	0
Cluster-24783.3	0.342269904	0
Cluster-24798.0	0.039258706	0
Cluster-24820.0	0.215513179	0
Cluster-24829.0	-0.024525768	0
Cluster-24831.0	0.037564561	0
Cluster-24872.1	1.278907844	0
Cluster-24906.1	-0.149964322	0
Cluster-24916.0	-0.419847604	0
Cluster-24927.0	1.117095864	0
Cluster-24970.1	-0.563306224	0
Cluster-24978.0	2.017644405	0
Cluster-24978.1	-1.350982282	0
Cluster-24978.4	-1.22976493	0
Cluster-24993.0	-0.339883209	0
Cluster-24996.1	0.348188502	0
Cluster-25016.0	-1.742637358	0
Cluster-25057.0	0.148870338	0
Cluster-25063.0	0.052007215	0
Cluster-25112.5	-0.62925503	0
Cluster-25128.1	4.446042262	0
Cluster-25140.0	0.2322243	0
Cluster-25156.1	-1.289807375	0
Cluster-25179.1	-0.186021063	0
Cluster-25184.0	-0.417936727	0
Cluster-25212.0	0.854645225	0
Cluster-25219.0	-0.458267902	0
Cluster-25220.0	0.716840951	0
Cluster-25232.1	-1.135844827	0
Cluster-25232.4	1.092093439	0
Cluster-25232.7	1.293514876	0
Cluster-25232.8	0.708550471	0
Cluster-25232.9	0.942124849	0
Cluster-25233.0	-0.262648874	0
Cluster-25238.0	0.653252147	0
Cluster-25255.0	0.371932873	0
Cluster-25255.2	-1.294194878	0
Cluster-25278.0	1.252527642	0
Cluster-25284.0	-0.012813021	0
Cluster-25290.1	0.295478744	0
Cluster-25290.3	-0.169165211	0
Cluster-25298.1	-0.259788716	0
Cluster-25298.2	-0.513012784	0
Cluster-25301.0	-1.043012801	0
Cluster-25301.1	0.272306965	0
Cluster-25302.0	-0.717575962	0
Cluster-25307.0	0.421843794	0
Cluster-25310.0	-0.18007657	0
Cluster-25364.0	0.107512551	0
Cluster-25367.0	-0.075899092	0
Cluster-25370.0	0.270816637	0
Cluster-25372.1	-0.671278452	0
Cluster-25373.1	0.047640367	0
Cluster-25385.0	0.283605159	0
Cluster-25428.0	0.039380905	0
Cluster-25450.1	-0.09976884	0
Cluster-25451.0	0.792922573	0
Cluster-25461.0	0.068077914	0
Cluster-25474.0	0.220395229	0
Cluster-25514.0	-0.473855162	0
Cluster-25519.0	-0.744416335	0
Cluster-25529.0	0.161424296	0
Cluster-25542.0	0.289622889	0
Cluster-25552.0	-0.257617527	0
Cluster-25557.0	0.091680801	0
Cluster-25565.1	-0.056301731	0
Cluster-25567.1	-0.017788142	0
Cluster-25574.0	0.166689846	0
Cluster-25589.1	-0.134864595	0
Cluster-25597.1	-0.077910382	0
Cluster-25624.0	1.248017726	0
Cluster-25640.0	-0.121963549	0
Cluster-25657.0	-0.155051275	0
Cluster-25681.0	-0.462892959	0
Cluster-25695.3	2.330476812	0
Cluster-25706.0	0.87789695	0
Cluster-25713.0	0.091429949	0
Cluster-25718.0	0.70745825	0
Cluster-25737.0	0.307594506	0
Cluster-25762.1	0.430062745	0
Cluster-25764.1	-0.529650749	0
Cluster-25771.1	-0.363596556	0
Cluster-25784.1	-0.487226563	0
Cluster-25793.0	-0.87641718	0
Cluster-25807.0	1.242016523	0
Cluster-25829.0	0.311970422	0
Cluster-25853.0	0.676374821	0
Cluster-25877.1	-1.003386715	0
Cluster-25891.2	-0.440915872	0
Cluster-25891.4	-0.365098853	0
Cluster-25891.7	-0.302743333	0
Cluster-25918.0	0.327697763	0
Cluster-25929.1	0.305803454	0
Cluster-25930.0	1.490971094	0
Cluster-25952.0	0.574659444	0
Cluster-25956.0	-0.065509698	0
Cluster-25966.4	-0.825454787	0
Cluster-25969.0	-0.212286142	0
Cluster-25977.0	0.006300199	0
Cluster-26045.1	-1.075424934	0
Cluster-26051.3	-1.026179926	0
Cluster-26054.0	0.563433014	0
Cluster-26056.0	1.141655589	0
Cluster-26062.0	-1.084587571	0
Cluster-26063.0	0.04122661	0
Cluster-26132.0	-1.101793421	0
Cluster-26132.1	-0.169204665	0
Cluster-26132.3	0.093375523	0
Cluster-26132.5	-0.471499758	0
Cluster-26161.1	-0.038127442	0
Cluster-26167.0	0.559930758	0
Cluster-26167.1	0.294900507	0
Cluster-26232.0	0.231633152	0
Cluster-26237.2	-0.40007265	0
Cluster-26243.0	0.989665181	0
Cluster-26249.1	1.482167396	0
Cluster-26254.0	0.999475594	0
Cluster-26287.1	0.445059953	0
Cluster-26307.0	0.259547185	0
Cluster-26314.1	0.40044688	0
Cluster-26317.0	0.312614232	0
Cluster-26341.2	-0.719584864	0
Cluster-26349.1	-0.09086878	0
Cluster-26382.0	-0.127256487	0
Cluster-26390.0	1.051602692	0
Cluster-26424.0	0.196769527	0
Cluster-26429.0	-0.074529325	0
Cluster-26440.0	0.933721084	0
Cluster-26446.0	0.86798235	0
Cluster-26446.1	-0.432308828	0
Cluster-26459.1	0.343164357	0
Cluster-26460.2	0.637794393	0
Cluster-26460.3	0.746979871	0
Cluster-26462.2	2.896797237	0
Cluster-26476.2	-0.763376938	0
Cluster-26484.0	0.046994259	0
Cluster-26495.0	-0.166356392	0
Cluster-26501.0	0.142710834	0
Cluster-26515.0	0.481639143	0
Cluster-26518.1	0.015325996	0
Cluster-26522.0	0.341693781	0
Cluster-26528.1	-1.42827129	0
Cluster-26566.0	-0.387367498	0
Cluster-26570.0	-0.420898713	0
Cluster-26576.0	-0.278988076	0
Cluster-26595.0	-0.025923925	0
Cluster-26621.0	0.003408917	0
Cluster-26629.0	3.138598108	0
Cluster-26631.0	0.179242508	0
Cluster-26671.0	1.511883326	0
Cluster-26684.0	0.189536274	0
Cluster-26691.0	0.130068104	0
Cluster-26693.0	0.117275801	0
Cluster-26742.0	0.614175952	0
Cluster-26797.0	0.24662594	0
Cluster-26805.0	1.011626147	0
Cluster-26823.0	0.044187601	0
Cluster-26838.0	0.61886208	0
Cluster-26839.3	-0.528435541	0
Cluster-26856.1	-0.05604975	0
Cluster-26894.0	-1.22543759	0
Cluster-26897.0	-0.216156363	0
Cluster-26929.0	0.464571816	0
Cluster-26953.0	0.227869658	0
Cluster-26972.0	1.396132499	0
Cluster-26981.0	-2.026711953	0
Cluster-27018.0	-0.658883219	0
Cluster-27018.3	-0.206593974	0
Cluster-27022.0	-0.182433694	0
Cluster-27048.0	-0.123908638	0
Cluster-27065.0	0.573848341	0
Cluster-27082.1	0.496979714	0
Cluster-27108.1	-0.017287202	0
Cluster-27110.0	-0.047050015	0
Cluster-27114.0	0.809722792	0
Cluster-27131.1	-0.089324035	0
Cluster-27139.0	1.3379162	0
Cluster-27139.1	0.640299839	0
Cluster-27139.2	-0.29226159	0
Cluster-27143.0	-0.217348476	0
Cluster-27188.0	-0.895188413	0
Cluster-27190.0	0.240099582	0
Cluster-27248.0	-0.236975087	0
Cluster-27277.0	0.207409732	0
Cluster-27300.0	0.222154323	0
Cluster-27305.0	1.831775226	0
Cluster-27329.0	0.461933873	0
Cluster-27395.1	0.163772193	0
Cluster-27402.1	0.372297654	0
Cluster-27430.0	-0.015723815	0
Cluster-27444.1	-0.222953543	0
Cluster-27448.1	-0.135665717	0
Cluster-27476.0	0.599206532	0
Cluster-27477.0	-0.717707079	0
Cluster-27489.7	0.388330455	0
Cluster-27516.0	0.961435745	0
Cluster-27522.0	0.18323091	0
Cluster-27522.2	0.557055056	0
Cluster-27536.2	0.169595311	0
Cluster-27539.0	-0.101425827	0
Cluster-27555.0	0.208387645	0
Cluster-27559.1	-0.001359747	0
