transcript	stat	collagen
Cluster-20895.0	0.221149815	0
Cluster-20907.0	0.11120824	0
Cluster-20910.0	0.696852491	0
Cluster-20941.0	0.831477141	0
Cluster-20950.2	-0.556899994	0
Cluster-20953.0	0.177444165	0
Cluster-20968.0	0.431168469	0
Cluster-20971.0	-1.052723459	0
Cluster-20971.1	0.575713693	0
Cluster-20980.1	-0.501872246	0
Cluster-21002.0	-0.134894284	0
Cluster-21033.0	0.560198989	0
Cluster-21055.1	-0.02668973	0
Cluster-21058.0	0.118721177	0
Cluster-21068.0	-0.062797792	0
Cluster-21074.0	0.647011053	0
Cluster-21139.1	-0.364344066	0
Cluster-21139.3	0.822825229	0
Cluster-21148.0	-0.253894214	0
Cluster-21160.0	0.159604651	0
Cluster-21160.1	0.041154208	0
Cluster-21161.0	1.681909554	0
Cluster-21198.1	-0.207394452	0
Cluster-21206.0	-1.011213049	0
Cluster-21207.0	0.108829699	0
Cluster-21210.0	-0.05628884	0
Cluster-21219.0	0.937323046	0
Cluster-21221.0	0.297331877	0
Cluster-21250.0	0.723754094	0
Cluster-21255.0	0.493845781	0
Cluster-21263.0	-0.03317659	0
Cluster-21267.0	-0.234535823	0
Cluster-21275.0	-0.502058272	0
Cluster-21277.2	0.792658627	0
Cluster-21354.0	0.324514137	0
Cluster-21360.1	0.097133752	0
Cluster-21361.0	0.198230371	0
Cluster-21364.4	-0.529210637	0
Cluster-21364.5	-0.226847715	0
Cluster-21380.0	0.144803925	0
Cluster-21394.1	0.318645653	0
Cluster-21410.0	1.004785024	0
Cluster-21418.0	-0.129496486	0
Cluster-21426.0	-0.03333073	0
Cluster-21443.0	0.304750788	0
Cluster-21444.0	-0.062528909	0
Cluster-21446.0	0.43573959	0
Cluster-21449.0	-0.062879189	0
Cluster-21470.0	-0.126793607	0
Cluster-21470.2	0.371292408	0
Cluster-21477.0	0.109434848	0
Cluster-21482.0	-0.07101227	0
Cluster-21489.0	-0.207933778	0
Cluster-21490.0	-0.062806971	0
Cluster-21495.1	-0.019996848	0
Cluster-21578.0	-0.070754515	0
Cluster-21587.0	-0.155891159	0
Cluster-21591.0	-0.998508676	0
Cluster-21606.2	-0.247264655	0
Cluster-21678.1	0.394970247	0
Cluster-21713.0	-0.037632178	0
Cluster-21717.1	-0.155422222	0
Cluster-21722.0	-0.001201914	0
Cluster-21728.3	-0.672812278	0
Cluster-21764.0	-0.27079709	0
Cluster-21774.0	-0.38101649	0
Cluster-21794.1	-0.172141715	0
Cluster-21814.0	0.234556033	0
Cluster-21856.0	0.105821993	0
Cluster-21879.0	-0.023312506	0
Cluster-21886.0	0.218795754	0
Cluster-21899.0	0.097812601	0
Cluster-21907.0	0.418634503	0
Cluster-21978.3	-0.402423966	0
Cluster-22024.0	1.022837007	0
Cluster-22029.0	0.607088724	0
Cluster-22079.0	-0.062786717	0
Cluster-22108.0	0.075303672	0
Cluster-22112.0	0.0902358	0
Cluster-22153.0	0.032649705	0
Cluster-22156.0	0.818729956	0
Cluster-22165.0	0.651133805	0
Cluster-22169.1	-0.904864585	0
Cluster-22184.2	0.537782162	0
Cluster-22200.2	-0.289904945	0
Cluster-22206.3	0.594887288	0
Cluster-22221.1	0.068766337	0
Cluster-22240.0	0.070056354	0
Cluster-22273.1	-0.011116277	0
Cluster-22318.2	-0.022522373	0
Cluster-22336.0	-0.289010379	0
Cluster-22337.0	-0.071432673	0
Cluster-22344.0	0.167205283	0
Cluster-22360.0	-0.007384797	0
Cluster-22383.1	1.802274799	0
Cluster-22490.0	0.267080426	0
Cluster-22532.0	0.197151389	0
Cluster-22569.3	-0.724360216	0
Cluster-22598.0	-0.499228097	0
Cluster-22605.0	0.176760551	0
Cluster-22607.0	0.491960975	0
Cluster-22618.0	0.744576886	0
Cluster-22619.0	-0.004405553	0
Cluster-22623.1	1.125887998	0
Cluster-22715.0	0.146627984	0
Cluster-22728.0	-0.071622426	0
Cluster-22741.0	0.268503305	0
Cluster-22757.0	0.579343863	0
Cluster-22792.0	0.03906283	0
Cluster-22818.1	-0.39357995	0
Cluster-22890.0	-0.077023729	0
Cluster-22910.0	0.196369806	0
Cluster-22947.0	0.197194652	0
Cluster-22968.0	0.300973953	0
Cluster-22970.2	0.1443773	0
Cluster-22972.0	0.001049306	0
Cluster-22975.0	0.145525981	0
Cluster-22990.2	1.175240374	0
Cluster-23021.1	0.131946945	0
Cluster-23038.0	-0.460711667	0
Cluster-23072.0	0.791586864	0
Cluster-23077.0	-0.070630633	0
Cluster-23084.1	0.165639892	0
Cluster-23088.1	0.361650347	0
Cluster-23095.0	0.29984701	0
Cluster-23098.3	-0.355957478	0
Cluster-23102.1	3.004515221	0
Cluster-23134.0	0.449214045	0
Cluster-23135.0	0.133866533	0
Cluster-23136.0	-0.379051695	0
Cluster-23136.3	-0.225431747	0
Cluster-23169.0	-0.071851778	0
Cluster-23182.2	0.170573729	0
Cluster-23202.1	-1.136424975	0
Cluster-23205.0	-0.207955945	0
Cluster-23315.0	0.070251778	0
Cluster-23343.1	0.489042044	0
Cluster-23372.1	0.524082792	0
Cluster-23375.3	0.835770122	0
Cluster-23390.1	-1.117965207	0
Cluster-23401.0	-0.122096625	0
Cluster-23420.1	0.170599934	0
Cluster-23493.0	0.051761826	0
Cluster-23517.0	0.161567594	0
Cluster-23517.1	0.086350532	0
Cluster-23534.0	-0.192032596	0
Cluster-23536.0	0.109254407	0
Cluster-23550.1	0.304856353	0
Cluster-23573.1	0.417411164	0
Cluster-23588.3	-0.101113352	0
Cluster-23632.0	-0.023430781	0
Cluster-23648.0	-0.242806164	0
Cluster-23684.0	0.522268526	0
Cluster-23686.2	-1.108605229	0
Cluster-23707.1	-0.240318399	0
Cluster-23707.2	-0.071978102	0
Cluster-23726.1	0.109292848	0
Cluster-23754.0	-0.125988464	0
Cluster-23757.1	1.297533712	0
Cluster-23772.0	-0.309200353	0
Cluster-23801.3	-0.498429139	0
Cluster-23806.0	0.515483448	0
Cluster-23832.1	1.151819559	0
Cluster-23836.0	-0.162276819	0
Cluster-23917.0	-0.191735574	0
Cluster-23928.0	-0.100745522	0
Cluster-23948.4	0.318876978	0
Cluster-23956.0	-0.549112111	0
Cluster-23960.1	-0.147531992	0
Cluster-23967.0	-0.510040079	0
Cluster-23974.0	1.054479817	0
Cluster-24008.0	-0.37913314	0
Cluster-24024.1	-0.070720974	0
Cluster-24050.0	-0.084403728	0
Cluster-24061.0	-0.51860651	0
Cluster-24068.1	0.150179671	0
Cluster-24093.0	-0.687213935	0
Cluster-24095.0	-0.177580236	0
Cluster-24128.0	0.405494547	0
Cluster-24192.3	-0.170320034	0
Cluster-24241.0	0.021458889	0
Cluster-24257.0	-0.190720396	0
Cluster-24290.0	0.130670328	0
Cluster-24330.1	-0.143952655	0
Cluster-24366.3	1.319840299	0
Cluster-24377.0	0.57031262	0
Cluster-24383.0	-0.24614031	0
Cluster-24392.0	-0.038477245	0
Cluster-24393.0	0.090312555	0
Cluster-24406.0	0.031526712	0
Cluster-24424.0	-0.196127905	0
Cluster-24427.0	-0.154163553	0
Cluster-24440.1	0.418917152	0
Cluster-24451.1	-0.419171946	0
Cluster-24463.0	0.068615144	0
Cluster-24463.1	0.461986832	0
Cluster-24465.0	0.347912501	0
Cluster-24474.3	0.292118281	0
Cluster-24474.4	0.036063428	0
Cluster-24475.1	-0.656845728	0
Cluster-24492.2	1.833140849	0
Cluster-24535.0	0.810901782	0
Cluster-24539.0	-0.037504291	0
Cluster-24553.0	0.01719308	0
Cluster-24572.3	-0.945306585	0
Cluster-24572.4	1.313880455	0
Cluster-24587.0	0.172018207	0
Cluster-24588.0	-0.179775774	0
Cluster-24663.0	0.036202797	0
Cluster-24683.1	0.775911755	0
Cluster-24719.0	0.345638278	0
Cluster-24747.0	0.174003987	0
Cluster-24771.1	-1.027329602	0
Cluster-24783.3	-0.0961553	0
Cluster-24798.0	-0.191032817	0
Cluster-24820.0	0.079923068	0
Cluster-24829.0	-0.274060789	0
Cluster-24831.0	0.136847851	0
Cluster-24872.1	1.353506411	0
Cluster-24906.1	-0.213837666	0
Cluster-24916.0	-0.979271218	0
Cluster-24927.0	0.779416039	0
Cluster-24970.1	-0.849943896	0
Cluster-24978.0	1.720435429	0
Cluster-24978.1	-1.423700695	0
Cluster-24978.4	-1.135240405	0
Cluster-24993.0	-0.546473152	0
Cluster-24996.1	0.376176443	0
Cluster-25016.0	-0.73939891	0
Cluster-25057.0	-0.0181892	0
Cluster-25063.0	-0.007514137	0
Cluster-25112.5	-0.840939877	0
Cluster-25128.1	0.300148979	0
Cluster-25140.0	0.064601887	0
Cluster-25156.1	-1.3494893	0
Cluster-25179.1	-0.142734765	0
Cluster-25184.0	-0.337115582	0
Cluster-25212.0	0.746246292	0
Cluster-25219.0	-0.759707093	0
Cluster-25220.0	0.313040803	0
Cluster-25232.1	-0.09544653	0
Cluster-25232.4	0.166648817	0
Cluster-25232.7	1.516264636	0
Cluster-25232.8	0.611549043	0
Cluster-25232.9	0.267888884	0
Cluster-25233.0	-0.315501273	0
Cluster-25238.0	0.038842623	0
Cluster-25255.0	-0.070436487	0
Cluster-25255.2	-2.234639349	0
Cluster-25278.0	1.192730925	0
Cluster-25284.0	0.007442499	0
Cluster-25290.1	-0.029710562	0
Cluster-25290.3	-0.355387437	0
Cluster-25298.1	-0.096344721	0
Cluster-25298.2	-0.418902793	0
Cluster-25301.0	-1.356251533	0
Cluster-25301.1	-0.31986388	0
Cluster-25302.0	-0.770277749	0
Cluster-25307.0	0.03953467	0
Cluster-25310.0	-0.183327914	0
Cluster-25364.0	0.079912909	0
Cluster-25367.0	-0.182388172	0
Cluster-25370.0	0.054976239	0
Cluster-25372.1	-0.634687138	0
Cluster-25373.1	0.081563273	0
Cluster-25385.0	0.491787186	0
Cluster-25428.0	-0.143346679	0
Cluster-25450.1	-0.189414152	0
Cluster-25451.0	0.173201363	0
Cluster-25461.0	-0.150383965	0
Cluster-25474.0	0.015564008	0
Cluster-25514.0	-0.555223142	0
Cluster-25519.0	-0.073078842	0
Cluster-25529.0	0.031464524	0
Cluster-25542.0	0.276073022	0
Cluster-25552.0	-0.352789258	0
Cluster-25557.0	0.092955359	0
Cluster-25565.1	-0.040769882	0
Cluster-25567.1	-0.335631767	0
Cluster-25574.0	-0.228519316	0
Cluster-25589.1	-0.88861103	0
Cluster-25597.1	-0.155003532	0
Cluster-25624.0	0.305728053	0
Cluster-25640.0	-0.19157159	0
Cluster-25657.0	-0.142040241	0
Cluster-25681.0	-0.310413013	0
Cluster-25695.3	1.909316919	0
Cluster-25706.0	0.185723249	0
Cluster-25713.0	0.157435445	0
Cluster-25718.0	0.431999229	0
Cluster-25737.0	0.005256484	0
Cluster-25762.1	1.01548254	0
Cluster-25764.1	0.036707801	0
Cluster-25771.1	-0.455847714	0
Cluster-25784.1	-1.318341766	0
Cluster-25793.0	-1.244501668	0
Cluster-25807.0	-0.100508916	0
Cluster-25829.0	0.120696001	0
Cluster-25853.0	0.428842878	0
Cluster-25877.1	-1.367814704	0
Cluster-25891.2	-0.75466985	0
Cluster-25891.4	-0.70500241	0
Cluster-25891.7	-0.317028111	0
Cluster-25918.0	0.483055808	0
Cluster-25929.1	-0.195412885	0
Cluster-25930.0	1.416838901	0
Cluster-25952.0	0.421877101	0
Cluster-25956.0	-0.172980792	0
Cluster-25966.4	-0.610322299	0
Cluster-25969.0	0.027377382	0
Cluster-25977.0	0.03926779	0
Cluster-26045.1	-1.070379211	0
Cluster-26051.3	-0.850730383	0
Cluster-26054.0	0.073341644	0
Cluster-26056.0	-0.137008095	0
Cluster-26062.0	-0.83908614	0
Cluster-26063.0	-0.135327248	0
Cluster-26132.0	-1.432226584	0
Cluster-26132.1	-0.247241631	0
Cluster-26132.3	0.190054126	0
Cluster-26132.5	-0.44337511	0
Cluster-26161.1	-0.024678889	0
Cluster-26167.0	0.957192109	0
Cluster-26167.1	-0.262067837	0
Cluster-26232.0	-0.014902349	0
Cluster-26237.2	-0.465081564	0
Cluster-26243.0	-0.60231172	0
Cluster-26249.1	1.307198753	0
Cluster-26254.0	0.935447044	0
Cluster-26287.1	0.022307084	0
Cluster-26307.0	0.29009943	0
Cluster-26314.1	0.694365424	0
Cluster-26317.0	0.191948247	0
Cluster-26341.2	-0.449022164	0
Cluster-26349.1	-0.05325083	0
Cluster-26382.0	-0.190936483	0
Cluster-26390.0	0.526763843	0
Cluster-26424.0	0.018794452	0
Cluster-26429.0	-0.10516411	0
Cluster-26440.0	0.824085105	0
Cluster-26446.0	0.826018831	0
Cluster-26446.1	-0.635414481	0
Cluster-26459.1	1.062633506	0
Cluster-26460.2	-0.115107395	0
Cluster-26460.3	0.154167626	0
Cluster-26462.2	0.466312812	0
Cluster-26476.2	-1.141114824	0
Cluster-26484.0	-0.191042967	0
Cluster-26495.0	-0.349137937	0
Cluster-26501.0	0.116876212	0
Cluster-26515.0	0.492985133	0
Cluster-26518.1	-0.03497462	0
Cluster-26522.0	0.265515224	0
Cluster-26528.1	-1.19538351	0
Cluster-26566.0	-0.069181922	0
Cluster-26570.0	-0.23124596	0
Cluster-26576.0	-0.258527316	0
Cluster-26595.0	-0.164782929	0
Cluster-26621.0	-0.379954799	0
Cluster-26629.0	-0.062575119	0
Cluster-26631.0	-0.05708544	0
Cluster-26671.0	1.577340556	0
Cluster-26684.0	0.154458994	0
Cluster-26691.0	0.084530529	0
Cluster-26693.0	0.171387302	0
Cluster-26742.0	0.275998776	0
Cluster-26797.0	-0.463886414	0
Cluster-26805.0	1.110988211	0
Cluster-26823.0	0.038706032	0
Cluster-26838.0	0.475918043	0
Cluster-26839.3	-0.610429999	0
Cluster-26856.1	-0.062823405	0
Cluster-26894.0	-0.242472873	0
Cluster-26897.0	-0.192496789	0
Cluster-26929.0	0.566887113	0
Cluster-26953.0	0.136421489	0
Cluster-26972.0	0.996160354	0
Cluster-26981.0	-0.366818762	0
Cluster-27018.0	-0.515325929	0
Cluster-27018.3	-0.489604366	0
Cluster-27022.0	-0.431750007	0
Cluster-27048.0	-0.064023872	0
Cluster-27065.0	0.562025947	0
Cluster-27082.1	0.630813683	0
Cluster-27108.1	0.11606617	0
Cluster-27110.0	-0.290719596	0
Cluster-27114.0	0.722488819	0
Cluster-27131.1	-0.243346251	0
Cluster-27139.0	-0.030759235	0
Cluster-27139.1	-0.204012294	0
Cluster-27139.2	-0.192542424	0
Cluster-27143.0	-0.192212843	0
Cluster-27188.0	-0.625392495	0
Cluster-27190.0	0.12868472	0
Cluster-27248.0	-0.204402951	0
Cluster-27277.0	0.336783677	0
Cluster-27300.0	0.27048269	0
Cluster-27305.0	-0.426233966	0
Cluster-27329.0	0.46065186	0
Cluster-27395.1	0.549994494	0
Cluster-27402.1	0.202327833	0
Cluster-27430.0	-0.180351956	0
Cluster-27444.1	0.323704195	0
Cluster-27448.1	-0.34884019	0
Cluster-27476.0	0.235901035	0
Cluster-27477.0	-0.616296502	0
Cluster-27489.7	-0.108080676	0
Cluster-27516.0	0.592839887	0
Cluster-27522.0	0.244944949	0
Cluster-27522.2	0.525049004	0
Cluster-27536.2	0.05424314	0
