,stat
Cluster-13435.0,-1.707742197
Cluster-13450.0,-0.066822799
Cluster-13546.3,1.341809302
Cluster-13576.3,-0.239817297
Cluster-13576.4,1.135448366
Cluster-13583.0,0.407190804
Cluster-13704.0,0.284535039
Cluster-13716.0,0.403340229
Cluster-13775.4,0.112731172
Cluster-13912.0,-0.620080122
Cluster-13930.0,0.62079736
Cluster-14126.0,0.222211065
Cluster-14247.0,0.493445489
Cluster-14435.1,0.55883193
Cluster-14442.1,2.252150352
Cluster-14455.1,0.33129453
Cluster-14493.1,0.924733616
Cluster-14519.1,0.013522119
Cluster-14523.0,0.342109097
Cluster-14546.1,-0.26601294
Cluster-14593.3,0.609298071
Cluster-14609.1,0.325784825
Cluster-14687.0,0.23035612
Cluster-14692.1,-0.375391883
Cluster-14702.1,0.534008123
Cluster-14778.0,-0.06676689
Cluster-14817.0,0.230107452
Cluster-14996.1,-0.341503967
Cluster-15020.0,-0.706046237
Cluster-15117.0,0.062658297
Cluster-15176.0,-1.031069712
Cluster-15186.1,0.011650403
Cluster-15270.2,-0.066745886
Cluster-15424.0,0.519374694
Cluster-15574.0,-0.725059042
Cluster-15574.1,1.07267315
Cluster-15574.2,0.789416703
Cluster-15578.0,0.139348678
Cluster-15681.0,-0.036434721
Cluster-15685.0,0.529667308
Cluster-15695.1,-0.398598985
Cluster-15695.2,0.180630457
Cluster-15734.0,0.022385401
Cluster-15759.0,1.408361272
Cluster-15853.0,0.33720128
Cluster-15929.1,0.397799425
Cluster-15980.1,-0.028350093
Cluster-15984.1,0.312168082
Cluster-16001.0,0.471456137
Cluster-16040.1,-0.681703271
Cluster-16046.1,0.644442991
Cluster-16051.1,0.288129382
Cluster-16082.2,0.63390209
Cluster-16082.4,0.269218502
Cluster-16089.0,0.135457129
Cluster-16129.0,0.24327079
Cluster-16150.2,0.543057383
Cluster-16162.1,-0.171938432
Cluster-16195.0,1.534090749
Cluster-16253.1,0.476158701
Cluster-16257.1,0.130536106
Cluster-16276.0,-1.027172303
Cluster-16309.0,0.466526115
Cluster-16322.0,0.270055969
Cluster-16356.0,0.166799249
Cluster-16418.0,0.110113072
Cluster-16456.0,0.47318379
Cluster-16458.0,0.047268613
Cluster-16481.0,0.113593448
Cluster-16500.0,0.321761077
Cluster-16531.0,0.390248019
Cluster-16531.1,1.305371497
Cluster-16531.2,-1.098813704
Cluster-16538.0,-0.051735604
Cluster-16547.0,-0.325649324
Cluster-16577.0,0.059111053
Cluster-16597.1,-0.217133546
Cluster-16696.0,0.458251378
Cluster-16700.1,1.220690232
Cluster-16797.1,-0.086441624
Cluster-16892.2,0.394725657
Cluster-16906.0,0.526466076
Cluster-16968.0,-0.541132358
Cluster-16981.3,1.208935293
Cluster-16981.4,0.657300929
Cluster-17022.0,-0.070515297
Cluster-17088.1,0.830059571
Cluster-17149.0,1.109117592
Cluster-17230.0,0.774097648
Cluster-17258.0,2.101543418
Cluster-17271.0,0.358738174
Cluster-17397.0,0.344227543
Cluster-17399.2,1.059908074
Cluster-17409.1,-0.893258536
Cluster-17434.1,1.341917626
Cluster-17461.0,-0.066807555
Cluster-17478.0,-0.066754879
Cluster-17506.1,-0.18500415
Cluster-17514.1,1.338044085
Cluster-17577.0,0.260963692
Cluster-17595.0,-0.102691809
Cluster-17622.0,0.919904452
Cluster-17660.0,0.233104851
Cluster-17664.0,0.792188893
Cluster-17675.0,1.073424777
Cluster-17700.0,-0.026592485
Cluster-17872.0,0.127423364
Cluster-17908.1,0.019550852
Cluster-18154.0,0.221522843
Cluster-18218.0,0.552740063
Cluster-18296.0,3.195644754
Cluster-18303.0,0.596994893
Cluster-18374.3,-0.960474656
Cluster-18384.0,0.065933176
Cluster-18402.0,0.440296228
Cluster-18471.0,0.753845795
Cluster-18471.1,1.106136637
Cluster-18475.1,0.130776782
Cluster-18478.0,0.055510753
Cluster-18482.1,0.877416804
Cluster-18492.0,-0.21949643
Cluster-18514.0,0.107398516
Cluster-18517.0,0.017182825
Cluster-18519.0,0.06458845
Cluster-18587.0,0.98574652
Cluster-18600.1,1.49296618
Cluster-18620.1,1.271647925
Cluster-18637.0,1.158806539
Cluster-18661.0,0.390985387
Cluster-18723.0,0.246811844
Cluster-18735.0,1.379943019
Cluster-18778.0,0.173600506
Cluster-19023.0,1.590989378
Cluster-19082.0,-0.144565722
Cluster-19154.0,0.417854252
Cluster-19199.0,0.407446812
Cluster-19215.2,1.803401439
Cluster-19246.0,0.638915875
Cluster-19262.2,0.218510809
Cluster-19305.0,-0.037305893
Cluster-19334.0,1.319897976
Cluster-19342.0,0.611891071
Cluster-19367.0,0.00842826
Cluster-19394.0,-0.066760566
Cluster-19397.2,0.477834307
Cluster-19452.1,-0.57713549
Cluster-19467.0,0.110969713
Cluster-19505.0,-1.070531362
Cluster-19521.0,-0.23129454
Cluster-19558.1,0.281750514
Cluster-19580.0,1.607924867
Cluster-19599.1,-0.263090146
Cluster-19622.0,-0.177085601
Cluster-19625.0,-0.398489164
Cluster-19639.0,0.314787818
Cluster-19677.0,2.012785111
Cluster-19711.0,0.141395652
Cluster-19765.1,0.275197486
Cluster-19779.1,0.26748852
Cluster-19907.1,-0.576391665
Cluster-19915.0,-0.040324328
Cluster-19932.0,-0.004175636
Cluster-19960.0,0.359635045
Cluster-19980.0,0.197188952
Cluster-19998.0,-0.047025287
Cluster-20010.0,-0.125359744
Cluster-20016.0,-0.080338669
Cluster-20018.7,-0.952584635
Cluster-20018.8,-0.649728766
Cluster-20033.0,0.075624991
Cluster-20036.0,0.036157357
Cluster-20042.1,-0.605262355
Cluster-20065.0,0.146461469
Cluster-20102.0,2.555113981
Cluster-20117.0,-0.073332916
Cluster-20141.0,-0.017943192
Cluster-20162.0,-0.922915212
Cluster-20178.0,0.097229162
Cluster-20179.0,0.233432668
Cluster-20218.0,0.30981779
Cluster-20251.1,0.724326919
Cluster-20252.0,-0.03952185
Cluster-20284.0,0.17779408
Cluster-20293.0,0.835349323
Cluster-20323.0,0.254552401
Cluster-20325.0,0.037671681
Cluster-20331.0,0.501448861
Cluster-20348.0,0.334457881
Cluster-20474.2,1.013242146
Cluster-20492.4,0.725297572
Cluster-20503.0,-0.097562632
Cluster-20504.2,0.32234437
Cluster-20522.0,0.79995836
Cluster-20530.0,0.201645705
Cluster-20542.1,-1.185402216
Cluster-20564.1,0.392708793
Cluster-20589.2,0.537088313
Cluster-20613.0,1.784864507
Cluster-20613.1,-0.884991124
Cluster-20619.1,1.391784629
Cluster-20619.4,-0.042232745
Cluster-20627.1,-0.640013488
Cluster-20632.1,0.224363721
Cluster-20635.1,0.178296466
Cluster-20688.0,0.752774778
Cluster-20695.0,-0.073321568
Cluster-20761.0,-0.07401289
Cluster-20780.0,-0.492769729
Cluster-20825.0,0.401345205
Cluster-20827.0,-0.228789588
Cluster-20841.0,0.217417716
Cluster-20882.0,0.059893679
Cluster-20895.0,0.496862017
Cluster-20907.0,0.223781323
Cluster-20910.0,0.627689499
Cluster-20941.0,0.633905584
Cluster-20950.2,-0.790932823
Cluster-20953.0,0.354048047
Cluster-20968.0,0.350053735
Cluster-20971.0,-0.627338972
Cluster-20971.1,0.489187525
Cluster-20980.1,-0.237421599
Cluster-21002.0,-0.090060468
Cluster-21033.0,0.756599253
Cluster-21055.1,-0.138521868
Cluster-21058.0,0.313294129
Cluster-21068.0,-0.094990284
Cluster-21074.0,0.551979754
Cluster-21139.1,-0.043255788
Cluster-21139.3,0.947591396
Cluster-21148.0,-0.351807746
Cluster-21160.0,0.273863328
Cluster-21160.1,0.76217401
Cluster-21161.0,1.689435622
Cluster-21198.1,-0.44347123
Cluster-21206.0,-1.532967112
Cluster-21207.0,0.036119492
Cluster-21210.0,-0.047415089
Cluster-21219.0,0.777422386
Cluster-21221.0,0.35988665
Cluster-21250.0,0.974107904
Cluster-21255.0,0.92385587
Cluster-21263.0,-0.002892043
Cluster-21267.0,-0.610894351
Cluster-21275.0,-0.615588449
Cluster-21277.2,0.611603572
Cluster-21354.0,0.010950965
Cluster-21360.1,-0.126424711
Cluster-21361.0,0.356417321
Cluster-21364.4,-0.503409287
Cluster-21364.5,-0.426294833
Cluster-21380.0,0.505042203
Cluster-21394.1,0.245597429
Cluster-21410.0,0.684266718
Cluster-21418.0,-0.09365104
Cluster-21426.0,0.022957074
Cluster-21443.0,0.307994037
Cluster-21444.0,-0.056711135
Cluster-21446.0,0.523141356
Cluster-21449.0,-0.106964182
Cluster-21470.0,-0.175883922
Cluster-21470.2,0.345587777
Cluster-21477.0,0.035268217
Cluster-21482.0,-0.005572419
Cluster-21489.0,-0.400506873
Cluster-21490.0,-0.031743808
Cluster-21495.1,-0.130008225
Cluster-21578.0,-0.121689299
Cluster-21587.0,-0.220196874
Cluster-21591.0,-0.032014658
Cluster-21606.2,-0.340214169
Cluster-21678.1,0.105132369
Cluster-21713.0,-0.66599386
Cluster-21717.1,1.167317202
Cluster-21722.0,-0.046769276
Cluster-21728.3,-0.141907007
Cluster-21764.0,-0.472359901
Cluster-21774.0,-0.42054878
Cluster-21794.1,-0.048387833
Cluster-21814.0,0.3269813
Cluster-21856.0,-0.003667938
Cluster-21879.0,-0.025201164
Cluster-21886.0,0.184358831
Cluster-21899.0,0.250669954
Cluster-21907.0,0.326598586
Cluster-21978.3,0.12769652
Cluster-22024.0,1.170875411
Cluster-22029.0,0.609086643
Cluster-22079.0,-0.106464829
Cluster-22108.0,0.154415849
Cluster-22112.0,0.057610624
Cluster-22153.0,0.032844918
Cluster-22156.0,0.474921369
Cluster-22165.0,0.556052789
Cluster-22169.1,-0.854271731
Cluster-22184.2,1.092362556
Cluster-22200.2,-0.420238685
Cluster-22206.3,0.628123838
Cluster-22221.1,0.344327545
Cluster-22240.0,0.060031948
Cluster-22273.1,-0.256115127
Cluster-22318.2,0.010565725
Cluster-22336.0,-0.31553653
Cluster-22337.0,-0.005150203
Cluster-22344.0,0.222683339
Cluster-22360.0,0.093894846
Cluster-22383.1,1.50076576
Cluster-22490.0,0.041395092
Cluster-22532.0,0.368292786
Cluster-22569.3,-1.023300491
Cluster-22598.0,-0.280883603
Cluster-22605.0,0.394946551
Cluster-22607.0,0.393723155
Cluster-22618.0,0.781488145
Cluster-22619.0,0.109607489
Cluster-22623.1,0.893915093
Cluster-22715.0,0.685457937
Cluster-22728.0,-0.121923399
Cluster-22741.0,0.495642672
Cluster-22757.0,0.563379464
Cluster-22792.0,-0.061634074
Cluster-22818.1,-0.194623284
Cluster-22890.0,-0.067531579
Cluster-22910.0,0.554162561
Cluster-22947.0,-0.108675549
Cluster-22968.0,0.478201519
Cluster-22970.2,0.092742765
Cluster-22972.0,0.11464067
Cluster-22975.0,-0.022056604
Cluster-22990.2,0.672896118
Cluster-23021.1,0.518288307
Cluster-23038.0,-0.578044099
Cluster-23072.0,0.815713003
Cluster-23077.0,-0.004185833
Cluster-23084.1,0.202310376
Cluster-23088.1,0.096450558
Cluster-23095.0,0.254391941
Cluster-23098.3,-0.386980127
Cluster-23102.1,3.593729205
Cluster-23134.0,0.652810943
Cluster-23135.0,0.231744856
Cluster-23136.0,-0.091073703
Cluster-23136.3,-0.145553324
Cluster-23169.0,-0.021543952
Cluster-23182.2,0.132311082
Cluster-23202.1,-0.568975104
Cluster-23205.0,-0.386074033
Cluster-23315.0,0.228845591
Cluster-23343.1,0.699482495
Cluster-23372.1,1.133002369
Cluster-23375.3,0.512744568
Cluster-23390.1,-0.430052424
Cluster-23401.0,-0.063686929
Cluster-23420.1,0.378340141
Cluster-23493.0,-0.119531855
Cluster-23517.0,0.20308025
Cluster-23517.1,0.447411852
Cluster-23534.0,-0.151989236
Cluster-23536.0,0.062681908
Cluster-23550.1,0.330829862
Cluster-23573.1,0.797511427
Cluster-23588.3,0.032918166
Cluster-23632.0,-0.136695809
Cluster-23648.0,-0.123576598
Cluster-23684.0,0.503249509
Cluster-23686.2,-1.062259753
Cluster-23707.1,-0.202044316
Cluster-23707.2,-0.074140104
Cluster-23726.1,0.048873922
Cluster-23742.1,0.921955129
Cluster-23754.0,-0.105518427
Cluster-23757.1,1.708874599
Cluster-23772.0,-0.412835806
Cluster-23801.3,-0.898501411
Cluster-23806.0,1.013569196
Cluster-23832.1,1.237811143
Cluster-23836.0,0.091740828
Cluster-23917.0,0.050984354
Cluster-23928.0,0.463258927
Cluster-23948.4,0.841695216
Cluster-23956.0,-0.755378706
Cluster-23960.1,-0.036433513
Cluster-23967.0,-0.254630956
Cluster-23974.0,1.478362933
Cluster-24008.0,-0.337796275
Cluster-24024.1,-0.070099034
Cluster-24050.0,0.118731476
Cluster-24061.0,-0.35217045
Cluster-24068.1,0.115078635
Cluster-24093.0,-0.406173661
Cluster-24095.0,-0.162091611
Cluster-24128.0,0.29583852
Cluster-24192.3,-0.208309315
Cluster-24241.0,0.614249662
Cluster-24257.0,-0.171774037
Cluster-24290.0,0.783114157
Cluster-24330.1,-0.347133076
Cluster-24366.3,1.98708519
Cluster-24377.0,0.681542909
Cluster-24383.0,-0.214116526
Cluster-24392.0,0.101005254
Cluster-24393.0,0.32990547
Cluster-24406.0,0.073108902
Cluster-24424.0,-0.030670405
Cluster-24427.0,-0.026738458
Cluster-24440.1,0.103444081
Cluster-24451.1,-0.432714096
Cluster-24463.0,0.691172876
Cluster-24463.1,0.443356369
Cluster-24465.0,0.258753211
Cluster-24474.3,0.468894762
Cluster-24474.4,0.16829167
Cluster-24475.1,-0.312308489
Cluster-24492.2,0.812846522
Cluster-24535.0,0.520757919
Cluster-24539.0,0.401027789
Cluster-24553.0,0.274719688
Cluster-24572.3,-1.064103812
Cluster-24572.4,1.398457606
Cluster-24587.0,0.370090491
Cluster-24588.0,0.240509488
Cluster-24663.0,0.020381834
Cluster-24683.1,0.901277405
Cluster-24719.0,0.336603988
Cluster-24747.0,0.184630981
Cluster-24771.1,-1.392519224
Cluster-24783.3,0.119728047
Cluster-24798.0,0.043502614
Cluster-24820.0,0.236190323
Cluster-24829.0,-0.259668764
Cluster-24831.0,0.095538182
Cluster-24872.1,1.775225469
Cluster-24906.1,-0.149797655
Cluster-24916.0,-0.396232423
Cluster-24927.0,1.052468589
Cluster-24970.1,-0.624556696
Cluster-24978.0,1.810642936
Cluster-24978.1,-1.778212772
Cluster-24978.4,-1.510919255
Cluster-24993.0,-0.330645556
Cluster-24996.1,0.215444484
Cluster-25016.0,-0.551220933
Cluster-25057.0,0.047989948
Cluster-25063.0,0.65038205
Cluster-25112.5,-0.722843283
Cluster-25128.1,1.203919246
Cluster-25140.0,0.01341588
Cluster-25156.1,-1.63306032
Cluster-25179.1,-0.128261716
Cluster-25184.0,-0.618342089
Cluster-25212.0,0.659199911
Cluster-25219.0,-0.533035501
Cluster-25220.0,0.459986479
Cluster-25232.1,-0.940541516
Cluster-25232.4,0.375899473
Cluster-25232.7,1.46327245
Cluster-25232.8,0.333423652
Cluster-25232.9,0.25700357
Cluster-25233.0,-0.241661243
Cluster-25238.0,0.079441868
Cluster-25255.0,0.26991297
Cluster-25255.2,-0.577280821
Cluster-25278.0,1.213194498
Cluster-25284.0,-0.092848103
Cluster-25290.1,-0.089114964
Cluster-25290.3,-0.48868521
Cluster-25298.1,-0.321746918
Cluster-25298.2,-0.629735345
Cluster-25301.0,-0.800454478
Cluster-25301.1,1.106377727
Cluster-25302.0,-0.624916698
Cluster-25307.0,0.517891734
Cluster-25310.0,-0.254092379
Cluster-25364.0,0.177797829
Cluster-25367.0,-0.285341882
Cluster-25370.0,0.203739041
Cluster-25372.1,-0.705317841
Cluster-25373.1,-0.162969264
Cluster-25385.0,0.302368036
Cluster-25428.0,0.163031189
Cluster-25450.1,-0.170844364
Cluster-25451.0,0.484738643
Cluster-25461.0,0.040757929
Cluster-25474.0,0.261824967
Cluster-25514.0,-0.88856153
Cluster-25519.0,-0.278903919
Cluster-25529.0,0.175474178
Cluster-25542.0,0.212305062
Cluster-25552.0,-0.266598296
Cluster-25557.0,0.222741316
Cluster-25565.1,-0.052575434
Cluster-25567.1,-0.427574214
Cluster-25574.0,-0.657610477
Cluster-25589.1,-1.138715946
Cluster-25597.1,-0.263291376
Cluster-25624.0,1.236772432
Cluster-25640.0,-2.889321742
Cluster-25657.0,-0.197350741
Cluster-25681.0,-0.26380442
Cluster-25695.3,2.469347805
Cluster-25706.0,1.063772831
Cluster-25713.0,0.069238891
Cluster-25718.0,0.470450526
Cluster-25737.0,0.243418722
Cluster-25762.1,1.14280547
Cluster-25764.1,-0.220486925
Cluster-25771.1,-0.440335507
Cluster-25784.1,-0.916069067
Cluster-25793.0,-1.262296929
Cluster-25807.0,1.148192329
Cluster-25829.0,0.29424537
Cluster-25853.0,0.544108041
Cluster-25877.1,-1.290341758
Cluster-25891.2,-0.660700919
Cluster-25891.4,-0.203346701
Cluster-25891.7,-0.214854981
Cluster-25918.0,0.404567812
Cluster-25929.1,-0.489405481
Cluster-25930.0,1.689956943
Cluster-25952.0,0.640360163
Cluster-25956.0,-0.378835085
Cluster-25966.4,-0.332391456
Cluster-25969.0,-0.04065441
Cluster-25977.0,0.070206151
Cluster-26045.1,-0.724761054
Cluster-26051.3,-0.66340024
Cluster-26054.0,1.508277661
Cluster-26056.0,0.532575874
Cluster-26062.0,-1.2647999
Cluster-26063.0,0.004469082
Cluster-26132.0,-1.712664852
Cluster-26132.1,-0.294036213
Cluster-26132.3,0.124966264
Cluster-26132.5,-0.545809757
Cluster-26161.1,0.248436865
Cluster-26167.0,0.508974994
Cluster-26167.1,-0.053920609
Cluster-26232.0,0.423256046
Cluster-26237.2,-0.835844422
Cluster-26243.0,0.810997895
Cluster-26249.1,1.580702259
Cluster-26254.0,0.301539622
Cluster-26287.1,0.441832815
Cluster-26307.0,0.260775079
Cluster-26314.1,0.711852988
Cluster-26317.0,0.13373167
Cluster-26341.2,-0.868729547
Cluster-26349.1,-0.118461953
Cluster-26382.0,-0.171850519
Cluster-26390.0,0.793600127
Cluster-26424.0,0.105605206
Cluster-26429.0,-0.064753771
Cluster-26440.0,0.52962477
Cluster-26446.0,0.96178265
Cluster-26446.1,-0.447914747
Cluster-26459.1,0.412264927
Cluster-26460.2,0.009628165
Cluster-26460.3,0.054400143
Cluster-26462.2,1.003969951
Cluster-26476.2,-1.32875195
Cluster-26484.0,0.0575043
Cluster-26495.0,-0.235078763
Cluster-26501.0,0.146043593
Cluster-26515.0,0.330970157
Cluster-26518.1,0.341218635
Cluster-26522.0,0.447203166
Cluster-26528.1,-1.022906938
Cluster-26566.0,-0.037330922
Cluster-26570.0,-0.392081342
Cluster-26576.0,-0.598531349
Cluster-26595.0,0.072600324
Cluster-26621.0,-0.504040528
Cluster-26629.0,0.209661704
Cluster-26631.0,0.252495281
Cluster-26671.0,1.592115897
Cluster-26684.0,0.121997514
Cluster-26691.0,0.26818684
Cluster-26693.0,0.322761281
Cluster-26742.0,0.564409879
Cluster-26797.0,0.053033066
Cluster-26805.0,1.145672921
Cluster-26823.0,0.211540997
Cluster-26838.0,0.383638763
Cluster-26839.3,-0.532277596
Cluster-26856.1,-0.054973132
Cluster-26894.0,0.055007663
Cluster-26897.0,-0.246220462
Cluster-26929.0,0.497246906
Cluster-26953.0,0.118328096
Cluster-26972.0,1.172866986
Cluster-26981.0,-0.269836072
Cluster-27018.0,-0.541543978
Cluster-27018.3,-0.581447932
Cluster-27022.0,-0.365134294
Cluster-27048.0,-0.063722553
Cluster-27065.0,0.676388943
Cluster-27082.1,0.392355575
Cluster-27108.1,0.025078975
Cluster-27110.0,1.32627929
Cluster-27114.0,0.549455057
Cluster-27131.1,0.184683911
Cluster-27139.0,0.169718249
Cluster-27139.1,0.182237788
Cluster-27139.2,-0.498295149
Cluster-27143.0,-0.155234388
Cluster-27188.0,-0.672549975
Cluster-27190.0,0.303169327
Cluster-27248.0,-0.273351726
Cluster-27277.0,0.420620298
Cluster-27300.0,0.196714374
Cluster-27305.0,-0.117942483
Cluster-27329.0,0.59952808
Cluster-27395.1,0.420193322
Cluster-27402.1,0.223446155
Cluster-27430.0,-0.080701709
Cluster-27444.1,0.301770462
Cluster-27448.1,-0.273231543
Cluster-27476.0,0.445330421
Cluster-27477.0,-0.794538076
Cluster-27489.7,-0.311180795
Cluster-27516.0,0.431347387
Cluster-27522.0,0.257936911
Cluster-27522.2,0.689038338
Cluster-27536.2,0.239667187
Cluster-27539.0,-0.124709846
Cluster-27555.0,0.214722127
Cluster-27559.1,-0.08833543
Cluster-27565.0,0.539586091
Cluster-27601.0,0.389792903
Cluster-27608.0,0.609838283
Cluster-27615.0,0.132082879
Cluster-27642.2,-0.196544702
Cluster-27646.0,0.135949337
Cluster-27647.0,1.421938229
Cluster-27648.0,-0.605876295
Cluster-27653.2,1.385342998
Cluster-27663.0,0.14614032
Cluster-27673.0,-0.196687707
Cluster-27674.0,-0.168346734
Cluster-27677.0,-0.239627218
Cluster-27677.1,-2.19252627
Cluster-27678.1,0.643106935
Cluster-27681.3,-0.472001148
Cluster-27768.0,1.20216724
Cluster-27775.1,0.189378717
Cluster-27781.0,-0.456043829
Cluster-27792.0,-1.063393285
Cluster-27796.0,0.729381985
Cluster-27823.0,-0.037258783
Cluster-27841.1,-1.003043475
Cluster-27845.0,0.210913656
Cluster-27854.1,0.077748627
Cluster-27864.0,-0.175520465
Cluster-27864.1,-0.580615499
Cluster-27886.1,-0.795421568
Cluster-27889.0,1.326447941
Cluster-27901.0,0.521177151
Cluster-27902.1,1.132957928
Cluster-27908.1,-0.378024685
Cluster-27957.3,1.384080352
Cluster-27965.0,0.008731475
Cluster-27981.0,0.016848899
Cluster-27988.0,0.097415464
Cluster-27995.1,-0.446939615
Cluster-27998.1,1.257938732
Cluster-28006.0,0.067445158
Cluster-28027.0,-0.06670067
Cluster-28034.0,1.102814153
Cluster-28050.0,-0.125307622
Cluster-28076.2,0.962211758
Cluster-28080.0,0.910740218
Cluster-28083.0,0.071865653
Cluster-28091.0,0.270922551
Cluster-28099.0,1.443436202
Cluster-28118.0,0.081491982
Cluster-28118.1,-0.197603444
Cluster-28144.0,-0.51088252
Cluster-28146.0,-0.633905129
Cluster-28158.0,-0.46264427
Cluster-28184.1,1.176190609
Cluster-28198.0,1.441914805
Cluster-28214.0,0.016305841
Cluster-28219.1,0.330757629
Cluster-28221.1,-0.688661725
Cluster-28237.0,0.46886326
Cluster-28267.2,-0.698234557
Cluster-28267.4,-1.477871928
Cluster-28273.0,0.590363065
Cluster-28306.0,1.693102328
Cluster-28318.0,1.495014576
Cluster-28332.0,1.543891725
Cluster-28337.0,0.445065194
Cluster-28350.1,-0.29616352
Cluster-28350.3,0.110126742
Cluster-28353.0,0.227004248
Cluster-28423.2,0.494232885
Cluster-28426.2,0.05785832
Cluster-28477.3,0.209568544
Cluster-28477.8,1.118552285
Cluster-28489.0,1.977884076
Cluster-28494.0,0.112922607
Cluster-28528.1,0.305599393
Cluster-28533.0,1.801095692
Cluster-28564.1,-0.624362665
Cluster-28569.0,0.436970946
Cluster-28581.0,-0.680431186
Cluster-28583.1,0.152441992
Cluster-28588.0,-0.303714957
Cluster-28606.3,1.167057403
Cluster-28610.0,0.379267588
Cluster-28610.1,-0.913865561
Cluster-28610.3,-1.365264589
Cluster-28613.1,-0.315977205
Cluster-28624.0,-0.005615977
Cluster-28624.1,0.031025268
Cluster-28638.0,-0.244930461
Cluster-28647.0,1.031698842
Cluster-28655.0,0.566975277
Cluster-28666.0,0.452587295
Cluster-28669.0,0.398395704
Cluster-28688.0,0.659165423
Cluster-28696.1,0.095362431
Cluster-28697.1,-0.71713946
Cluster-28699.0,1.13073192
Cluster-28710.1,2.10012463
Cluster-28724.0,-0.264439889
Cluster-28732.0,1.405483191
Cluster-28746.0,0.126583562
Cluster-28780.1,0.323164633
Cluster-28783.0,0.01833474
Cluster-28802.0,0.915770227
Cluster-28819.0,0.251428538
Cluster-28822.0,0.258796619
Cluster-28829.1,1.189069359
Cluster-28845.1,0.043251893
Cluster-28852.0,0.837089729
Cluster-28862.0,1.579944278
Cluster-28867.0,0.451401689
Cluster-28871.1,0.093809934
Cluster-28877.0,0.528514206
Cluster-28897.0,-1.065266028
Cluster-28897.1,-0.23517632
Cluster-28919.2,0.95103278
Cluster-28930.0,1.20058564
Cluster-28939.0,0.025366155
Cluster-28947.0,0.644544175
Cluster-28948.0,-0.103139049
Cluster-28985.0,0.562289639
Cluster-28988.1,-0.413662471
Cluster-28995.0,0.302580338
Cluster-29011.0,0.2102587
Cluster-29026.0,0.228536635
Cluster-29043.0,0.400990856
Cluster-29047.0,0.340725365
Cluster-29086.0,0.324489048
Cluster-29086.1,1.369519023
Cluster-29089.0,0.164417684
Cluster-29092.0,3.272989493
Cluster-29095.3,-0.36141419
Cluster-29102.0,-0.040088596
Cluster-29103.1,0.013896863
Cluster-29106.0,-0.293110278
Cluster-29174.1,1.779880125
Cluster-29174.3,0.545751031
Cluster-29189.1,-0.472530806
Cluster-29192.0,0.304290016
Cluster-29198.0,1.370895247
Cluster-29220.0,-0.794753534
Cluster-29224.1,0.730897518
Cluster-29231.0,0.334344862
Cluster-29254.0,0.582690811
Cluster-29281.0,0.293671074
Cluster-29312.0,-0.189420421
Cluster-29359.0,0.12192173
Cluster-29406.1,-1.322853247
