,stat
Cluster-17622.0,0.759128173
Cluster-17660.0,0.272244658
Cluster-17664.0,0.296067702
Cluster-17675.0,0.760433837
Cluster-17700.0,0.008222081
Cluster-17872.0,0.046492107
Cluster-17908.1,0.03297157
Cluster-18154.0,0.044563623
Cluster-18218.0,0.073909772
Cluster-18296.0,2.837959072
Cluster-18303.0,0.39625504
Cluster-18374.3,-1.867127218
Cluster-18384.0,0.0876596
Cluster-18402.0,0.291801365
Cluster-18471.0,0.51698703
Cluster-18471.1,0.919617048
Cluster-18475.1,0.073861841
Cluster-18478.0,-0.165248118
Cluster-18482.1,0.084185835
Cluster-18492.0,-0.203514444
Cluster-18514.0,0.13978105
Cluster-18517.0,0.029293897
Cluster-18519.0,0.140829743
Cluster-18587.0,0.48845844
Cluster-18600.1,0.55653198
Cluster-18620.1,0.358605726
Cluster-18637.0,0.543828394
Cluster-18661.0,-0.09090551
Cluster-18723.0,0.304292335
Cluster-18735.0,1.400938513
Cluster-18778.0,-0.024015583
Cluster-19023.0,1.685499995
Cluster-19082.0,-0.111900262
Cluster-19154.0,0.279338071
Cluster-19199.0,0.067244565
Cluster-19215.2,1.555925058
Cluster-19246.0,0.604632408
Cluster-19262.2,-0.024480434
Cluster-19305.0,-0.033180461
Cluster-19334.0,0.582085539
Cluster-19342.0,0.711641739
Cluster-19367.0,-0.062808548
Cluster-19394.0,-0.062804386
Cluster-19397.2,0.147425269
Cluster-19452.1,-0.225905442
Cluster-19467.0,-0.071713645
Cluster-19505.0,-0.635953107
Cluster-19521.0,-0.230715523
Cluster-19558.1,0.154918239
Cluster-19580.0,0.866725195
Cluster-19599.1,-0.223010984
Cluster-19622.0,-0.203913251
Cluster-19625.0,-0.538691397
Cluster-19639.0,-0.064625858
Cluster-19677.0,1.817238141
Cluster-19711.0,0.109882993
Cluster-19765.1,0.358397132
Cluster-19779.1,0.008353763
Cluster-19907.1,-0.800597489
Cluster-19915.0,-0.071575761
Cluster-19932.0,0.040738513
Cluster-19960.0,0.217670683
Cluster-19980.0,-0.041165174
Cluster-19998.0,-0.039971685
Cluster-20010.0,-0.04233363
Cluster-20016.0,-0.041643556
Cluster-20018.7,-0.838323483
Cluster-20018.8,-0.244490274
Cluster-20033.0,-0.083068622
Cluster-20036.0,0.17608321
Cluster-20042.1,-0.390621668
Cluster-20065.0,0.120678443
Cluster-20102.0,2.221173756
Cluster-20117.0,-0.070973503
Cluster-20141.0,-0.02759615
Cluster-20162.0,-0.925832345
Cluster-20178.0,-0.07183361
Cluster-20179.0,0.069128214
Cluster-20218.0,-0.45995649
Cluster-20251.1,0.280379042
Cluster-20252.0,-0.035833645
Cluster-20284.0,0.233576688
Cluster-20293.0,0.829829548
Cluster-20323.0,0.004478997
Cluster-20325.0,0.046690639
Cluster-20331.0,0.059269761
Cluster-20348.0,0.091952094
Cluster-20474.2,0.90515798
Cluster-20492.4,0.498786248
Cluster-20503.0,-0.108149611
Cluster-20504.2,0.463519362
Cluster-20522.0,0.319089839
Cluster-20530.0,-0.042464531
Cluster-20542.1,-0.524629348
Cluster-20564.1,0.145567323
Cluster-20589.2,0.709016042
Cluster-20613.0,2.103157068
Cluster-20613.1,-0.62266454
Cluster-20619.1,1.422437626
Cluster-20619.4,0.212835822
Cluster-20627.1,-0.25410242
Cluster-20632.1,0.118445787
Cluster-20635.1,0.035797247
Cluster-20688.0,0.987346589
Cluster-20695.0,-0.070960541
Cluster-20761.0,-0.071826131
Cluster-20780.0,-0.562077716
Cluster-20825.0,0.186214331
Cluster-20827.0,-0.205798044
Cluster-20841.0,0.26571073
Cluster-20882.0,-0.033206462
Cluster-20895.0,0.221149815
Cluster-20907.0,0.11120824
Cluster-20910.0,0.696852491
Cluster-20941.0,0.831477141
Cluster-20950.2,-0.556899994
Cluster-20953.0,0.177444165
Cluster-20968.0,0.431168469
Cluster-20971.0,-1.052723459
Cluster-20971.1,0.575713693
Cluster-20980.1,-0.501872246
Cluster-21002.0,-0.134894284
Cluster-21033.0,0.560198989
Cluster-21055.1,-0.02668973
Cluster-21058.0,0.118721177
Cluster-21068.0,-0.062797792
Cluster-21074.0,0.647011053
Cluster-21139.1,-0.364344066
Cluster-21139.3,0.822825229
Cluster-21148.0,-0.253894214
Cluster-21160.0,0.159604651
Cluster-21160.1,0.041154208
Cluster-21161.0,1.681909554
Cluster-21198.1,-0.207394452
Cluster-21206.0,-1.011213049
Cluster-21207.0,0.108829699
Cluster-21210.0,-0.05628884
Cluster-21219.0,0.937323046
Cluster-21221.0,0.297331877
Cluster-21250.0,0.723754094
Cluster-21255.0,0.493845781
Cluster-21263.0,-0.03317659
Cluster-21267.0,-0.234535823
Cluster-21275.0,-0.502058272
Cluster-21277.2,0.792658627
Cluster-21354.0,0.324514137
Cluster-21360.1,0.097133752
Cluster-21361.0,0.198230371
Cluster-21364.4,-0.529210637
Cluster-21364.5,-0.226847715
Cluster-21380.0,0.144803925
Cluster-21394.1,0.318645653
Cluster-21410.0,1.004785024
Cluster-21418.0,-0.129496486
Cluster-21426.0,-0.03333073
Cluster-21443.0,0.304750788
Cluster-21444.0,-0.062528909
Cluster-21446.0,0.43573959
Cluster-21449.0,-0.062879189
Cluster-21470.0,-0.126793607
Cluster-21470.2,0.371292408
Cluster-21477.0,0.109434848
Cluster-21482.0,-0.07101227
Cluster-21489.0,-0.207933778
Cluster-21490.0,-0.062806971
Cluster-21495.1,-0.019996848
Cluster-21578.0,-0.070754515
Cluster-21587.0,-0.155891159
Cluster-21591.0,-0.998508676
Cluster-21606.2,-0.247264655
Cluster-21678.1,0.394970247
Cluster-21713.0,-0.037632178
Cluster-21717.1,-0.155422222
Cluster-21722.0,-0.001201914
Cluster-21728.3,-0.672812278
Cluster-21764.0,-0.27079709
Cluster-21774.0,-0.38101649
Cluster-21794.1,-0.172141715
Cluster-21814.0,0.234556033
Cluster-21856.0,0.105821993
Cluster-21879.0,-0.023312506
Cluster-21886.0,0.218795754
Cluster-21899.0,0.097812601
Cluster-21907.0,0.418634503
Cluster-21978.3,-0.402423966
Cluster-22024.0,1.022837007
Cluster-22029.0,0.607088724
Cluster-22079.0,-0.062786717
Cluster-22108.0,0.075303672
Cluster-22112.0,0.0902358
Cluster-22153.0,0.032649705
Cluster-22156.0,0.818729956
Cluster-22165.0,0.651133805
Cluster-22169.1,-0.904864585
Cluster-22184.2,0.537782162
Cluster-22200.2,-0.289904945
Cluster-22206.3,0.594887288
Cluster-22221.1,0.068766337
Cluster-22240.0,0.070056354
Cluster-22273.1,-0.011116277
Cluster-22318.2,-0.022522373
Cluster-22336.0,-0.289010379
Cluster-22337.0,-0.071432673
Cluster-22344.0,0.167205283
Cluster-22360.0,-0.007384797
Cluster-22383.1,1.802274799
Cluster-22490.0,0.267080426
Cluster-22532.0,0.197151389
Cluster-22569.3,-0.724360216
Cluster-22598.0,-0.499228097
Cluster-22605.0,0.176760551
Cluster-22607.0,0.491960975
Cluster-22618.0,0.744576886
Cluster-22619.0,-0.004405553
Cluster-22623.1,1.125887998
Cluster-22715.0,0.146627984
Cluster-22728.0,-0.071622426
Cluster-22741.0,0.268503305
Cluster-22757.0,0.579343863
Cluster-22792.0,0.03906283
Cluster-22818.1,-0.39357995
Cluster-22890.0,-0.077023729
Cluster-22910.0,0.196369806
Cluster-22947.0,0.197194652
Cluster-22968.0,0.300973953
Cluster-22970.2,0.1443773
Cluster-22972.0,0.001049306
Cluster-22975.0,0.145525981
Cluster-22990.2,1.175240374
Cluster-23021.1,0.131946945
Cluster-23038.0,-0.460711667
Cluster-23072.0,0.791586864
Cluster-23077.0,-0.070630633
Cluster-23084.1,0.165639892
Cluster-23088.1,0.361650347
Cluster-23095.0,0.29984701
Cluster-23098.3,-0.355957478
Cluster-23102.1,3.004515221
Cluster-23134.0,0.449214045
Cluster-23135.0,0.133866533
Cluster-23136.0,-0.379051695
Cluster-23136.3,-0.225431747
Cluster-23169.0,-0.071851778
Cluster-23182.2,0.170573729
Cluster-23202.1,-1.136424975
Cluster-23205.0,-0.207955945
Cluster-23315.0,0.070251778
Cluster-23343.1,0.489042044
Cluster-23372.1,0.524082792
Cluster-23375.3,0.835770122
Cluster-23390.1,-1.117965207
Cluster-23401.0,-0.122096625
Cluster-23420.1,0.170599934
Cluster-23493.0,0.051761826
Cluster-23517.0,0.161567594
Cluster-23517.1,0.086350532
Cluster-23534.0,-0.192032596
Cluster-23536.0,0.109254407
Cluster-23550.1,0.304856353
Cluster-23573.1,0.417411164
Cluster-23588.3,-0.101113352
Cluster-23632.0,-0.023430781
Cluster-23648.0,-0.242806164
Cluster-23684.0,0.522268526
Cluster-23686.2,-1.108605229
Cluster-23707.1,-0.240318399
Cluster-23707.2,-0.071978102
Cluster-23726.1,0.109292848
Cluster-23742.1,0.999346513
Cluster-23754.0,-0.125988464
Cluster-23757.1,1.297533712
Cluster-23772.0,-0.309200353
Cluster-23801.3,-0.498429139
Cluster-23806.0,0.515483448
Cluster-23832.1,1.151819559
Cluster-23836.0,-0.162276819
Cluster-23917.0,-0.191735574
Cluster-23928.0,-0.100745522
Cluster-23948.4,0.318876978
Cluster-23956.0,-0.549112111
Cluster-23960.1,-0.147531992
Cluster-23967.0,-0.510040079
Cluster-23974.0,1.054479817
Cluster-24008.0,-0.37913314
Cluster-24024.1,-0.070720974
Cluster-24050.0,-0.084403728
Cluster-24061.0,-0.51860651
Cluster-24068.1,0.150179671
Cluster-24093.0,-0.687213935
Cluster-24095.0,-0.177580236
Cluster-24128.0,0.405494547
Cluster-24192.3,-0.170320034
Cluster-24241.0,0.021458889
Cluster-24257.0,-0.190720396
Cluster-24290.0,0.130670328
Cluster-24330.1,-0.143952655
Cluster-24366.3,1.319840299
Cluster-24377.0,0.57031262
Cluster-24383.0,-0.24614031
Cluster-24392.0,-0.038477245
Cluster-24393.0,0.090312555
Cluster-24406.0,0.031526712
Cluster-24424.0,-0.196127905
Cluster-24427.0,-0.154163553
Cluster-24440.1,0.418917152
Cluster-24451.1,-0.419171946
Cluster-24463.0,0.068615144
Cluster-24463.1,0.461986832
Cluster-24465.0,0.347912501
Cluster-24474.3,0.292118281
Cluster-24474.4,0.036063428
Cluster-24475.1,-0.656845728
Cluster-24492.2,1.833140849
Cluster-24535.0,0.810901782
Cluster-24539.0,-0.037504291
Cluster-24553.0,0.01719308
Cluster-24572.3,-0.945306585
Cluster-24572.4,1.313880455
Cluster-24587.0,0.172018207
Cluster-24588.0,-0.179775774
Cluster-24663.0,0.036202797
Cluster-24683.1,0.775911755
Cluster-24719.0,0.345638278
Cluster-24747.0,0.174003987
Cluster-24771.1,-1.027329602
Cluster-24783.3,-0.0961553
Cluster-24798.0,-0.191032817
Cluster-24820.0,0.079923068
Cluster-24829.0,-0.274060789
Cluster-24831.0,0.136847851
Cluster-24872.1,1.353506411
Cluster-24906.1,-0.213837666
Cluster-24916.0,-0.979271218
Cluster-24927.0,0.779416039
Cluster-24970.1,-0.849943896
Cluster-24978.0,1.720435429
Cluster-24978.1,-1.423700695
Cluster-24978.4,-1.135240405
Cluster-24993.0,-0.546473152
Cluster-24996.1,0.376176443
Cluster-25016.0,-0.73939891
Cluster-25057.0,-0.0181892
Cluster-25063.0,-0.007514137
Cluster-25112.5,-0.840939877
Cluster-25128.1,0.300148979
Cluster-25140.0,0.064601887
Cluster-25156.1,-1.3494893
Cluster-25179.1,-0.142734765
Cluster-25184.0,-0.337115582
Cluster-25212.0,0.746246292
Cluster-25219.0,-0.759707093
Cluster-25220.0,0.313040803
Cluster-25232.1,-0.09544653
Cluster-25232.4,0.166648817
Cluster-25232.7,1.516264636
Cluster-25232.8,0.611549043
Cluster-25232.9,0.267888884
Cluster-25233.0,-0.315501273
Cluster-25238.0,0.038842623
Cluster-25255.0,-0.070436487
Cluster-25255.2,-2.234639349
Cluster-25278.0,1.192730925
Cluster-25284.0,0.007442499
Cluster-25290.1,-0.029710562
Cluster-25290.3,-0.355387437
Cluster-25298.1,-0.096344721
Cluster-25298.2,-0.418902793
Cluster-25301.0,-1.356251533
Cluster-25301.1,-0.31986388
Cluster-25302.0,-0.770277749
Cluster-25307.0,0.03953467
Cluster-25310.0,-0.183327914
Cluster-25364.0,0.079912909
Cluster-25367.0,-0.182388172
Cluster-25370.0,0.054976239
Cluster-25372.1,-0.634687138
Cluster-25373.1,0.081563273
Cluster-25385.0,0.491787186
Cluster-25428.0,-0.143346679
Cluster-25450.1,-0.189414152
Cluster-25451.0,0.173201363
Cluster-25461.0,-0.150383965
Cluster-25474.0,0.015564008
Cluster-25514.0,-0.555223142
Cluster-25519.0,-0.073078842
Cluster-25529.0,0.031464524
Cluster-25542.0,0.276073022
Cluster-25552.0,-0.352789258
Cluster-25557.0,0.092955359
Cluster-25565.1,-0.040769882
Cluster-25567.1,-0.335631767
Cluster-25574.0,-0.228519316
Cluster-25589.1,-0.88861103
Cluster-25597.1,-0.155003532
Cluster-25624.0,0.305728053
Cluster-25640.0,-0.19157159
Cluster-25657.0,-0.142040241
Cluster-25681.0,-0.310413013
Cluster-25695.3,1.909316919
Cluster-25706.0,0.185723249
Cluster-25713.0,0.157435445
Cluster-25718.0,0.431999229
Cluster-25737.0,0.005256484
Cluster-25762.1,1.01548254
Cluster-25764.1,0.036707801
Cluster-25771.1,-0.455847714
Cluster-25784.1,-1.318341766
Cluster-25793.0,-1.244501668
Cluster-25807.0,-0.100508916
Cluster-25829.0,0.120696001
Cluster-25853.0,0.428842878
Cluster-25877.1,-1.367814704
Cluster-25891.2,-0.75466985
Cluster-25891.4,-0.70500241
Cluster-25891.7,-0.317028111
Cluster-25918.0,0.483055808
Cluster-25929.1,-0.195412885
Cluster-25930.0,1.416838901
Cluster-25952.0,0.421877101
Cluster-25956.0,-0.172980792
Cluster-25966.4,-0.610322299
Cluster-25969.0,0.027377382
Cluster-25977.0,0.03926779
Cluster-26045.1,-1.070379211
Cluster-26051.3,-0.850730383
Cluster-26054.0,0.073341644
Cluster-26056.0,-0.137008095
Cluster-26062.0,-0.83908614
Cluster-26063.0,-0.135327248
Cluster-26132.0,-1.432226584
Cluster-26132.1,-0.247241631
Cluster-26132.3,0.190054126
Cluster-26132.5,-0.44337511
Cluster-26161.1,-0.024678889
Cluster-26167.0,0.957192109
Cluster-26167.1,-0.262067837
Cluster-26232.0,-0.014902349
Cluster-26237.2,-0.465081564
Cluster-26243.0,-0.60231172
Cluster-26249.1,1.307198753
Cluster-26254.0,0.935447044
Cluster-26287.1,0.022307084
Cluster-26307.0,0.29009943
Cluster-26314.1,0.694365424
Cluster-26317.0,0.191948247
Cluster-26341.2,-0.449022164
Cluster-26349.1,-0.05325083
Cluster-26382.0,-0.190936483
Cluster-26390.0,0.526763843
Cluster-26424.0,0.018794452
Cluster-26429.0,-0.10516411
Cluster-26440.0,0.824085105
Cluster-26446.0,0.826018831
Cluster-26446.1,-0.635414481
Cluster-26459.1,1.062633506
Cluster-26460.2,-0.115107395
Cluster-26460.3,0.154167626
Cluster-26462.2,0.466312812
Cluster-26476.2,-1.141114824
Cluster-26484.0,-0.191042967
Cluster-26495.0,-0.349137937
Cluster-26501.0,0.116876212
Cluster-26515.0,0.492985133
Cluster-26518.1,-0.03497462
Cluster-26522.0,0.265515224
Cluster-26528.1,-1.19538351
Cluster-26566.0,-0.069181922
Cluster-26570.0,-0.23124596
Cluster-26576.0,-0.258527316
Cluster-26595.0,-0.164782929
Cluster-26621.0,-0.379954799
Cluster-26629.0,-0.062575119
Cluster-26631.0,-0.05708544
Cluster-26671.0,1.577340556
Cluster-26684.0,0.154458994
Cluster-26691.0,0.084530529
Cluster-26693.0,0.171387302
Cluster-26742.0,0.275998776
Cluster-26797.0,-0.463886414
Cluster-26805.0,1.110988211
Cluster-26823.0,0.038706032
Cluster-26838.0,0.475918043
Cluster-26839.3,-0.610429999
Cluster-26856.1,-0.062823405
Cluster-26894.0,-0.242472873
Cluster-26897.0,-0.192496789
Cluster-26929.0,0.566887113
Cluster-26953.0,0.136421489
Cluster-26972.0,0.996160354
Cluster-26981.0,-0.366818762
Cluster-27018.0,-0.515325929
Cluster-27018.3,-0.489604366
Cluster-27022.0,-0.431750007
Cluster-27048.0,-0.064023872
Cluster-27065.0,0.562025947
Cluster-27082.1,0.630813683
Cluster-27108.1,0.11606617
Cluster-27110.0,-0.290719596
Cluster-27114.0,0.722488819
Cluster-27131.1,-0.243346251
Cluster-27139.0,-0.030759235
Cluster-27139.1,-0.204012294
Cluster-27139.2,-0.192542424
Cluster-27143.0,-0.192212843
Cluster-27188.0,-0.625392495
Cluster-27190.0,0.12868472
Cluster-27248.0,-0.204402951
Cluster-27277.0,0.336783677
Cluster-27300.0,0.27048269
Cluster-27305.0,-0.426233966
Cluster-27329.0,0.46065186
Cluster-27395.1,0.549994494
Cluster-27402.1,0.202327833
Cluster-27430.0,-0.180351956
Cluster-27444.1,0.323704195
Cluster-27448.1,-0.34884019
Cluster-27476.0,0.235901035
Cluster-27477.0,-0.616296502
Cluster-27489.7,-0.108080676
Cluster-27516.0,0.592839887
Cluster-27522.0,0.244944949
Cluster-27522.2,0.525049004
Cluster-27536.2,0.05424314
Cluster-27539.0,-0.001837612
Cluster-27555.0,0.114459505
Cluster-27559.1,-0.078447632
Cluster-27565.0,0.191167514
Cluster-27601.0,0.12064503
Cluster-27608.0,0.00205207
Cluster-27615.0,0.201028904
Cluster-27642.2,-0.473671703
Cluster-27646.0,0.044633056
Cluster-27647.0,1.583490605
Cluster-27648.0,-0.414128055
Cluster-27653.2,1.508601309
Cluster-27663.0,-0.413387335
Cluster-27673.0,-0.212223725
Cluster-27674.0,-0.10177586
Cluster-27677.0,-0.178276682
Cluster-27677.1,-1.63358536
Cluster-27678.1,1.001405426
Cluster-27681.3,-0.880507796
Cluster-27768.0,0.801429085
Cluster-27775.1,0.304871924
Cluster-27781.0,-1.36848216
Cluster-27792.0,-0.764520529
Cluster-27796.0,0.344818436
Cluster-27823.0,-0.033125875
Cluster-27841.1,-1.409706296
Cluster-27845.0,0.077146372
Cluster-27854.1,-0.1342593
Cluster-27864.0,-0.270628329
Cluster-27864.1,-0.537986368
Cluster-27886.1,-1.456732305
Cluster-27889.0,0.908383083
Cluster-27901.0,0.033231213
Cluster-27902.1,1.639455487
Cluster-27908.1,-0.325391782
Cluster-27957.3,0.916961482
Cluster-27965.0,-0.261024042
Cluster-27981.0,0.230687394
Cluster-27988.0,-0.071042038
Cluster-27995.1,-0.853982321
Cluster-27998.1,1.511368107
Cluster-28006.0,0.182993783
Cluster-28027.0,-0.062734878
Cluster-28034.0,0.820457857
Cluster-28050.0,-0.124386517
Cluster-28076.2,1.330138519
Cluster-28080.0,0.859790189
Cluster-28083.0,0.051937672
Cluster-28091.0,0.133160679
Cluster-28099.0,1.601151606
Cluster-28118.0,0.272161744
Cluster-28118.1,-0.236511948
Cluster-28144.0,-1.894229554
Cluster-28146.0,-1.060698636
Cluster-28158.0,-0.615400738
Cluster-28184.1,1.750623096
Cluster-28198.0,1.120002271
Cluster-28214.0,0.090716345
Cluster-28219.1,0.293551573
Cluster-28221.1,-0.715842778
Cluster-28237.0,0.045674211
Cluster-28267.2,-1.004298444
Cluster-28267.4,-1.787784511
Cluster-28273.0,0.343823595
Cluster-28306.0,0.876721515
Cluster-28318.0,1.473126726
Cluster-28332.0,1.176932491
Cluster-28337.0,0.416934665
Cluster-28350.1,-0.136538532
Cluster-28350.3,0.191508204
Cluster-28353.0,-0.267888933
Cluster-28423.2,-0.286709605
Cluster-28426.2,0.30283212
Cluster-28477.3,0.030070232
Cluster-28477.8,0.345538505
Cluster-28489.0,2.232804934
Cluster-28494.0,-0.008029824
Cluster-28528.1,0.188289865
Cluster-28533.0,1.337401371
Cluster-28564.1,-1.171717962
Cluster-28569.0,0.496557023
Cluster-28581.0,-0.526971494
Cluster-28583.1,-0.128751307
Cluster-28588.0,-0.138350229
Cluster-28606.3,1.17352071
Cluster-28610.0,0.242743424
Cluster-28610.1,-1.621258337
Cluster-28610.3,-1.591764654
Cluster-28613.1,-0.262395452
Cluster-28624.0,0.028480341
Cluster-28624.1,0.050372267
Cluster-28638.0,-0.183181984
Cluster-28647.0,0.765515455
Cluster-28655.0,-0.062590453
Cluster-28666.0,0.247872879
Cluster-28669.0,0.096609131
Cluster-28688.0,0.294126671
Cluster-28696.1,-0.19251313
Cluster-28697.1,-0.973067651
Cluster-28699.0,0.43242354
Cluster-28710.1,2.12625277
Cluster-28724.0,-0.337843073
Cluster-28732.0,0.690777842
Cluster-28746.0,0.16963706
Cluster-28780.1,0.307554752
Cluster-28783.0,0.0285927
Cluster-28802.0,0.596374734
Cluster-28819.0,0.216438991
Cluster-28822.0,0.219550605
Cluster-28829.1,0.98829911
Cluster-28845.1,-0.062645641
Cluster-28852.0,0.961853981
Cluster-28862.0,1.054997631
Cluster-28867.0,0.465993563
Cluster-28871.1,0.060486116
Cluster-28877.0,0.388444029
Cluster-28897.0,-0.983820264
Cluster-28897.1,-0.029991981
Cluster-28919.2,1.090247973
Cluster-28930.0,0.507653596
Cluster-28939.0,-0.075062415
Cluster-28947.0,0.457609152
Cluster-28948.0,0.128806889
Cluster-28985.0,0.063979584
Cluster-28988.1,-0.648268224
Cluster-28995.0,0.35970803
Cluster-29011.0,0.134254278
Cluster-29026.0,0.2727215
Cluster-29043.0,0.277414129
Cluster-29047.0,0.13237858
Cluster-29086.0,0.402455783
Cluster-29086.1,1.635052626
Cluster-29089.0,0.078596455
Cluster-29092.0,2.696216761
Cluster-29095.3,-0.375040882
Cluster-29102.0,0.033281295
Cluster-29103.1,-0.107044388
Cluster-29106.0,-0.491820657
Cluster-29174.1,1.504668304
Cluster-29174.3,0.243580383
Cluster-29189.1,-0.587046902
Cluster-29192.0,0.621331932
Cluster-29198.0,1.34940095
Cluster-29220.0,-0.493953835
Cluster-29224.1,0.302926934
Cluster-29231.0,0.531461291
Cluster-29254.0,0.532216929
