,stat
Cluster-18154.0,0.761234099
Cluster-18218.0,0.024262703
Cluster-18296.0,0.034238441
Cluster-18303.0,1.421612871
Cluster-18374.3,1.65197935
Cluster-18384.0,0.92773454
Cluster-18402.0,0.001938367
Cluster-18471.0,2.373133498
Cluster-18471.1,3.77E-05
Cluster-18475.1,0.000557086
Cluster-18478.0,0.147740579
Cluster-18482.1,0.45821081
Cluster-18492.0,0.413058532
Cluster-18514.0,1.132345258
Cluster-18517.0,0.040112105
Cluster-18519.0,0.416013589
Cluster-18587.0,0.59175745
Cluster-18600.1,0.358610432
Cluster-18620.1,1.321500723
Cluster-18637.0,-0.014975798
Cluster-18661.0,0.037041758
Cluster-18723.0,0.664200478
Cluster-18735.0,2.490748691
Cluster-18778.0,0.009194515
Cluster-19023.0,0.000485116
Cluster-19082.0,0.12699117
Cluster-19154.0,0.315581239
Cluster-19199.0,0.037068274
Cluster-19215.2,0.269589756
Cluster-19246.0,-0.006150736
Cluster-19262.2,0.052617043
Cluster-19305.0,0.645921024
Cluster-19334.0,0.687860365
Cluster-19342.0,0.069056441
Cluster-19367.0,0.606917361
Cluster-19394.0,0.066270754
Cluster-19397.2,0.029171237
Cluster-19452.1,0.00610384
Cluster-19467.0,-0.001085465
Cluster-19505.0,2.294843514
Cluster-19521.0,0.124932747
Cluster-19558.1,0.562454823
Cluster-19580.0,0.009733842
Cluster-19599.1,0.567428209
Cluster-19622.0,0.100948964
Cluster-19625.0,0.952856396
Cluster-19639.0,0.042712497
Cluster-19677.0,0.216834816
Cluster-19711.0,1.558206617
Cluster-19765.1,0.566126491
Cluster-19779.1,0.437614053
Cluster-19907.1,0.692567729
Cluster-19915.0,0.08889985
Cluster-19932.0,0.192519606
Cluster-19960.0,0.094116733
Cluster-19980.0,0.256406157
Cluster-19998.0,1.579592243
Cluster-20010.0,0.331504888
Cluster-20016.0,0.004802742
Cluster-20018.7,0.021853561
Cluster-20018.8,0.271198326
Cluster-20033.0,0.024133301
Cluster-20036.0,0.595415612
Cluster-20042.1,1.354391119
Cluster-20065.0,0.469495055
Cluster-20102.0,0.178414403
Cluster-20117.0,0
Cluster-20141.0,1.934213741
Cluster-20162.0,0.526825576
Cluster-20178.0,0.250369462
Cluster-20179.0,0.255099256
Cluster-20218.0,0.494837067
Cluster-20251.1,0.203681447
Cluster-20252.0,0.036987887
Cluster-20284.0,-0.003946953
Cluster-20293.0,0.001036
Cluster-20323.0,1.134173025
Cluster-20325.0,0.015490292
Cluster-20331.0,0.180911521
Cluster-20348.0,0.02150945
Cluster-20474.2,0.030523165
Cluster-20492.4,0.491741483
Cluster-20503.0,1.69555744
Cluster-20504.2,0.068591712
Cluster-20522.0,0.477107057
Cluster-20530.0,0.676904243
Cluster-20542.1,-0.00829334
Cluster-20564.1,0.40151512
Cluster-20589.2,0.073444321
Cluster-20613.0,0.081565222
Cluster-20613.1,0.462070934
Cluster-20619.1,0.159140512
Cluster-20619.4,0.098500622
Cluster-20627.1,0.19615829
Cluster-20632.1,0.549693654
Cluster-20635.1,0.530483316
Cluster-20688.0,0.000338542
Cluster-20695.0,0.010858699
Cluster-20761.0,0.112696775
Cluster-20780.0,0.638918743
Cluster-20825.0,0.10563484
Cluster-20827.0,0.054643221
Cluster-20841.0,-0.216961181
Cluster-20882.0,0.008567946
Cluster-20895.0,-0.133439741
Cluster-20907.0,0.488468733
Cluster-20910.0,0.024540646
Cluster-20941.0,0.007202178
Cluster-20950.2,1.242027056
Cluster-20953.0,0.58928264
Cluster-20968.0,NA
Cluster-20971.0,0.142872252
Cluster-20971.1,-0.000787207
Cluster-20980.1,0.444895864
Cluster-21002.0,2.141307361
Cluster-21033.0,0.002232316
Cluster-21055.1,0.265148424
Cluster-21058.0,0.03893863
Cluster-21068.0,0.889689562
Cluster-21074.0,0.145125691
Cluster-21139.1,-0.001386764
Cluster-21139.3,-0.00050801
Cluster-21148.0,0.498990638
Cluster-21160.0,0.457422236
Cluster-21160.1,0.833200737
Cluster-21161.0,0.039495978
Cluster-21198.1,1.139756007
Cluster-21206.0,0.444560684
Cluster-21207.0,0.407003616
Cluster-21210.0,1.043877027
Cluster-21219.0,1.632028897
Cluster-21221.0,-0.005378889
Cluster-21250.0,-0.000479595
Cluster-21255.0,0.038503004
Cluster-21263.0,0.349134651
Cluster-21267.0,0.31966689
Cluster-21275.0,0.191538707
Cluster-21277.2,0.230602934
Cluster-21354.0,0.30545573
Cluster-21360.1,0.409123925
Cluster-21361.0,-5.81E-05
Cluster-21364.4,2.392693369
Cluster-21364.5,1.447554289
Cluster-21380.0,0.522477467
Cluster-21394.1,0.087257138
Cluster-21410.0,5.290003373
Cluster-21418.0,0.016873465
Cluster-21426.0,0.040537375
Cluster-21443.0,0.008812471
Cluster-21444.0,0.206254955
Cluster-21446.0,0.00351059
Cluster-21449.0,0.019243566
Cluster-21470.0,0.322203796
Cluster-21470.2,0.047259437
Cluster-21477.0,0.023518993
Cluster-21482.0,0.306079969
Cluster-21489.0,-0.002042141
Cluster-21490.0,0.77947232
Cluster-21495.1,0.098155802
Cluster-21578.0,0.506273641
Cluster-21587.0,1.100860828
Cluster-21591.0,0.971282046
Cluster-21606.2,-0.246844374
Cluster-21678.1,-0.006238242
Cluster-21713.0,0.084808473
Cluster-21717.1,0.644384988
Cluster-21722.0,0.431477328
Cluster-21728.3,0.379735836
Cluster-21764.0,0.04929391
Cluster-21774.0,2.776788658
Cluster-21794.1,1.205806703
Cluster-21814.0,0.253060955
Cluster-21856.0,0.012105284
Cluster-21879.0,NA
Cluster-21886.0,0.063799502
Cluster-21899.0,0.070884746
Cluster-21907.0,0.104112109
Cluster-21978.3,-0.000234213
Cluster-22024.0,0.238345202
Cluster-22029.0,0.231780885
Cluster-22079.0,0.227469346
Cluster-22108.0,0.378150631
Cluster-22112.0,0.160479497
Cluster-22153.0,2.105624798
Cluster-22156.0,0.358550063
Cluster-22165.0,0.28852394
Cluster-22169.1,0.331773886
Cluster-22184.2,0.318142003
Cluster-22200.2,2.682237423
Cluster-22206.3,1.094433137
Cluster-22221.1,0.623564691
Cluster-22240.0,0.024015302
Cluster-22273.1,0.343414192
Cluster-22318.2,0.048603395
Cluster-22336.0,0.007272461
Cluster-22337.0,0.824240493
Cluster-22344.0,0.00291511
Cluster-22360.0,0.005131099
Cluster-22383.1,6.762617833
Cluster-22490.0,0.750918546
Cluster-22532.0,2.114701996
Cluster-22569.3,0.566833009
Cluster-22598.0,0.120573409
Cluster-22605.0,0.02564907
Cluster-22607.0,0.78883903
Cluster-22618.0,2.031112976
Cluster-22619.0,0.031807155
Cluster-22623.1,0.35081297
Cluster-22715.0,1.506285896
Cluster-22728.0,0.068003892
Cluster-22741.0,0.010336832
Cluster-22757.0,1.0869389
Cluster-22792.0,0.122565405
Cluster-22818.1,1.240480584
Cluster-22890.0,0.027576661
Cluster-22910.0,0.188843712
Cluster-22947.0,2.055131762
Cluster-22968.0,1.820768964
Cluster-22970.2,0.633460539
Cluster-22972.0,0.013369117
Cluster-22975.0,0.439950917
Cluster-22990.2,0.040385822
Cluster-23021.1,0.278208193
Cluster-23038.0,0.06171369
Cluster-23072.0,0.127786304
Cluster-23077.0,0.150272458
Cluster-23084.1,0.068889585
Cluster-23088.1,0.606690929
Cluster-23095.0,0.715332889
Cluster-23098.3,0.753097419
Cluster-23102.1,0.022283069
Cluster-23134.0,1.502294493
Cluster-23135.0,0.021651437
Cluster-23136.0,1.242239359
Cluster-23136.3,0.618615348
Cluster-23169.0,0.312035016
Cluster-23182.2,0.90013336
Cluster-23202.1,0.392321759
Cluster-23205.0,0.178283141
Cluster-23315.0,0.142487845
Cluster-23343.1,2.255987143
Cluster-23372.1,1.254167544
Cluster-23375.3,0.753529739
Cluster-23390.1,0.245226981
Cluster-23401.0,0.283068677
Cluster-23420.1,0.075358037
Cluster-23493.0,0.383616233
Cluster-23517.0,0.417017864
Cluster-23517.1,0.940472148
Cluster-23534.0,0.19001115
Cluster-23536.0,2.256498763
Cluster-23550.1,0.062145653
Cluster-23573.1,2.310740254
Cluster-23588.3,-0.010307402
Cluster-23632.0,0.031535983
Cluster-23648.0,0.000674806
Cluster-23684.0,-0.0008546
Cluster-23686.2,0.416009914
Cluster-23707.1,-0.0160533
Cluster-23707.2,2.0846282
Cluster-23726.1,0.342918556
Cluster-23742.1,0.01060754
Cluster-23754.0,0.17019864
Cluster-23757.1,1.063842787
Cluster-23772.0,2.083698151
Cluster-23801.3,1.438421857
Cluster-23806.0,0.246982165
Cluster-23832.1,0.006336906
Cluster-23836.0,0.369685406
Cluster-23917.0,0.043853733
Cluster-23928.0,0.900463018
Cluster-23948.4,0.461558804
Cluster-23956.0,0.101052956
Cluster-23960.1,4.08167165
Cluster-23967.0,0.758126859
Cluster-23974.0,1.90527169
Cluster-24008.0,0.360711218
Cluster-24024.1,0.009218537
Cluster-24050.0,0.493337174
Cluster-24061.0,0.427983556
Cluster-24068.1,0.345562657
Cluster-24093.0,0.360553601
Cluster-24095.0,2.923415452
Cluster-24128.0,-0.003058531
Cluster-24192.3,0.372246408
Cluster-24241.0,0.647835796
Cluster-24257.0,0.176153684
Cluster-24290.0,0.052604771
Cluster-24330.1,0.09130948
Cluster-24366.3,1.379979729
Cluster-24377.0,0.176393787
Cluster-24383.0,0.179436016
Cluster-24392.0,0.039979504
Cluster-24393.0,0.012556738
Cluster-24406.0,0.151710432
Cluster-24424.0,0.042004275
Cluster-24427.0,0.072687228
Cluster-24440.1,0.850070407
Cluster-24451.1,0.166881766
Cluster-24463.0,0.008029194
Cluster-24463.1,0.498720576
Cluster-24465.0,0.850111817
Cluster-24474.3,0.103309824
Cluster-24474.4,0.589573979
Cluster-24475.1,0.548421072
Cluster-24492.2,0.243954608
Cluster-24535.0,0.019754885
Cluster-24539.0,0.132458153
Cluster-24553.0,NA
Cluster-24572.3,3.226815129
Cluster-24572.4,2.04706565
Cluster-24587.0,0.208231571
Cluster-24588.0,-0.018607857
Cluster-24663.0,0.296771605
Cluster-24683.1,0.423187769
Cluster-24719.0,-0.000835357
Cluster-24747.0,0.002341947
Cluster-24771.1,1.731610826
Cluster-24783.3,1.248005478
Cluster-24798.0,0.390358365
Cluster-24820.0,NA
Cluster-24829.0,0.225339018
Cluster-24831.0,0.004559501
Cluster-24872.1,0.510964128
Cluster-24906.1,0.599522009
Cluster-24916.0,0.177090707
Cluster-24927.0,0.903410542
Cluster-24970.1,0.106442682
Cluster-24978.0,0.086822213
Cluster-24978.1,1.949044239
Cluster-24978.4,0.017588399
Cluster-24993.0,2.116448668
Cluster-24996.1,-0.066229386
Cluster-25016.0,0.222945131
Cluster-25057.0,1.282893356
Cluster-25063.0,-0.005234058
Cluster-25112.5,0.884435899
Cluster-25128.1,0.026709187
Cluster-25140.0,2.462438339
Cluster-25156.1,0.522200385
Cluster-25179.1,0.000568293
Cluster-25184.0,-0.003227549
Cluster-25212.0,-0.098172068
Cluster-25219.0,0.071027207
Cluster-25220.0,0.111093121
Cluster-25232.1,-0.131736483
Cluster-25232.4,0.07527216
Cluster-25232.7,0.268530629
Cluster-25232.8,0.016642769
Cluster-25232.9,0.614448321
Cluster-25233.0,0.108239825
Cluster-25238.0,0.270794078
Cluster-25255.0,0.030987881
Cluster-25255.2,0.034969504
Cluster-25278.0,0.063713561
Cluster-25284.0,1.66904458
Cluster-25290.1,0.103592524
Cluster-25290.3,0.722877352
Cluster-25298.1,0.025684178
Cluster-25298.2,0.418227272
Cluster-25301.0,0.009328825
Cluster-25301.1,1.870117413
Cluster-25302.0,1.862963376
Cluster-25307.0,0.052073972
Cluster-25310.0,0.742736103
Cluster-25364.0,0.460739484
Cluster-25367.0,0.027609835
Cluster-25370.0,1.285160196
Cluster-25372.1,0.162364216
Cluster-25373.1,0.286156979
Cluster-25385.0,3.535751468
Cluster-25428.0,0.075173671
Cluster-25450.1,NA
Cluster-25451.0,0.859231972
Cluster-25461.0,0.438655499
Cluster-25474.0,1.187377176
Cluster-25514.0,0.037175086
Cluster-25519.0,0.535924293
Cluster-25529.0,0.199751994
Cluster-25542.0,0.446612131
Cluster-25552.0,0.561761534
Cluster-25557.0,0
Cluster-25565.1,0.236557044
Cluster-25567.1,0.251079038
Cluster-25574.0,0.857068811
Cluster-25589.1,0.485158805
Cluster-25597.1,0.060685212
Cluster-25624.0,4.274900612
Cluster-25640.0,0
Cluster-25657.0,0.557642401
Cluster-25681.0,0.483297858
Cluster-25695.3,0.738035993
Cluster-25706.0,0.23380723
Cluster-25713.0,0.441564273
Cluster-25718.0,0.044167699
Cluster-25737.0,1.056885478
Cluster-25762.1,4.416023522
Cluster-25764.1,-0.002763152
Cluster-25771.1,0.925141064
Cluster-25784.1,0.283264486
Cluster-25793.0,1.577496482
Cluster-25807.0,0.261100713
Cluster-25829.0,0.923520437
Cluster-25853.0,1.785284675
Cluster-25877.1,0.864432877
Cluster-25891.2,0.064113559
Cluster-25891.4,0.070917359
Cluster-25891.7,0.155099567
Cluster-25918.0,0.008287759
Cluster-25929.1,0.425674792
Cluster-25930.0,0.02514958
Cluster-25952.0,-0.633228383
Cluster-25956.0,0.898093061
Cluster-25966.4,0.140803261
Cluster-25969.0,0.311253195
Cluster-25977.0,2.060115687
Cluster-26045.1,0.106509718
Cluster-26051.3,-0.009035643
Cluster-26054.0,0.06641262
Cluster-26056.0,0.923317465
Cluster-26062.0,0.097810834
Cluster-26063.0,-0.00171826
Cluster-26132.0,3.432819815
Cluster-26132.1,0.047203677
Cluster-26132.3,0.644981869
Cluster-26132.5,0.077365542
Cluster-26161.1,0.085434825
Cluster-26167.0,1.149380604
Cluster-26167.1,5.004080791
Cluster-26232.0,0.847641929
Cluster-26237.2,0.192168492
Cluster-26243.0,0.035553521
Cluster-26249.1,1.621112931
Cluster-26254.0,0.693194806
Cluster-26287.1,0.362968326
Cluster-26307.0,0.006053307
Cluster-26314.1,-0.004803778
Cluster-26317.0,0.670693224
Cluster-26341.2,0.061815947
Cluster-26349.1,0.187737546
Cluster-26382.0,0.00841577
Cluster-26390.0,0.065151336
Cluster-26424.0,0.074537414
Cluster-26429.0,0.00597163
Cluster-26440.0,0.040344184
Cluster-26446.0,0.078810593
Cluster-26446.1,0.169965381
Cluster-26459.1,0.012639901
Cluster-26460.2,-0.007478971
Cluster-26460.3,0.292556183
Cluster-26462.2,0.503752167
Cluster-26476.2,0.849115479
Cluster-26484.0,1.43087714
Cluster-26495.0,-0.004420432
Cluster-26501.0,0.751903817
Cluster-26515.0,0.063378118
Cluster-26518.1,0.031368799
Cluster-26522.0,0.163648704
Cluster-26528.1,0.280137755
Cluster-26566.0,0.057164206
Cluster-26570.0,1.157769712
Cluster-26576.0,0.070432819
Cluster-26595.0,0.120460232
Cluster-26621.0,0.088871463
Cluster-26629.0,-0.002843334
Cluster-26631.0,0.188411552
Cluster-26671.0,0.466845347
Cluster-26684.0,0.190436518
Cluster-26691.0,0.938849217
Cluster-26693.0,0.032342914
Cluster-26742.0,0.0500173
Cluster-26797.0,0.555494568
Cluster-26805.0,0.529488332
Cluster-26823.0,0.024381623
Cluster-26838.0,0.013143401
Cluster-26839.3,0.200351776
Cluster-26856.1,0.054033514
Cluster-26894.0,0.451458184
Cluster-26897.0,0.024149791
Cluster-26929.0,0.251335183
Cluster-26953.0,1.021650032
Cluster-26972.0,-0.002045232
Cluster-26981.0,0.440458785
Cluster-27018.0,0.000127988
Cluster-27018.3,2.238553834
Cluster-27022.0,-0.002368562
Cluster-27048.0,0.011260679
Cluster-27065.0,0.426581249
Cluster-27082.1,4.838527793
Cluster-27108.1,0.244749105
Cluster-27110.0,0
Cluster-27114.0,0.563892186
Cluster-27131.1,2.380490147
Cluster-27139.0,2.30524442
Cluster-27139.1,-0.000643455
Cluster-27139.2,1.699261841
Cluster-27143.0,0.512406012
Cluster-27188.0,0.001713039
Cluster-27190.0,0.297198176
Cluster-27248.0,0.52406868
Cluster-27277.0,0.027780495
Cluster-27300.0,0.004634636
Cluster-27305.0,1.985499696
Cluster-27329.0,2.170660787
Cluster-27395.1,1.309290791
Cluster-27402.1,1.571472278
Cluster-27430.0,0.000427086
Cluster-27444.1,0.176591593
Cluster-27448.1,0.012699476
Cluster-27476.0,0.067920479
Cluster-27477.0,1.531334032
Cluster-27489.7,0.05520784
Cluster-27516.0,1.523861566
Cluster-27522.0,0.610590593
Cluster-27522.2,0.013011966
Cluster-27536.2,NA
Cluster-27539.0,0.04881145
Cluster-27555.0,0.322444894
Cluster-27559.1,1.429120178
Cluster-27565.0,1.410963219
Cluster-27601.0,0
Cluster-27608.0,0.67340814
Cluster-27615.0,1.43033193
Cluster-27642.2,0.869616053
Cluster-27646.0,1.337858896
Cluster-27647.0,1.054987813
Cluster-27648.0,1.538464208
Cluster-27653.2,1.184386605
Cluster-27663.0,0.038809582
Cluster-27673.0,0.015655538
Cluster-27674.0,0.815785525
Cluster-27677.0,0.936854439
Cluster-27677.1,0.903281915
Cluster-27678.1,1.980155826
Cluster-27681.3,0.464126362
Cluster-27768.0,0.608126005
Cluster-27775.1,5.386887937
Cluster-27781.0,0.205543718
Cluster-27792.0,-0.598047312
Cluster-27796.0,2.578171007
Cluster-27823.0,0.348790467
Cluster-27841.1,1.37922782
Cluster-27845.0,0.339304245
Cluster-27854.1,1.38613055
Cluster-27864.0,2.01279578
Cluster-27864.1,0.071061926
Cluster-27886.1,0.679993558
Cluster-27889.0,3.858146809
Cluster-27901.0,0.563666009
Cluster-27902.1,0.682559982
Cluster-27908.1,-0.016419446
Cluster-27957.3,0.395141962
Cluster-27965.0,0.053926964
Cluster-27981.0,0.094650861
Cluster-27988.0,1.887113731
Cluster-27995.1,3.224272153
Cluster-27998.1,0.113746151
Cluster-28006.0,0.939678547
Cluster-28027.0,0.291999337
Cluster-28034.0,0.466027974
Cluster-28050.0,0.011501226
Cluster-28076.2,-0.793552719
Cluster-28080.0,0.290069042
Cluster-28083.0,0.471257488
Cluster-28091.0,0.36208396
Cluster-28099.0,-0.011679615
Cluster-28118.0,0.802112214
Cluster-28118.1,0.509318702
Cluster-28144.0,0.108974122
Cluster-28146.0,-0.098987769
Cluster-28158.0,0.016415314
Cluster-28184.1,0.010243692
Cluster-28198.0,1.895549182
Cluster-28214.0,0.013535237
Cluster-28219.1,0.729415716
Cluster-28221.1,0.020028042
Cluster-28237.0,0.840709782
Cluster-28267.2,0.041025229
Cluster-28267.4,0.484380799
Cluster-28273.0,0.185907294
Cluster-28306.0,0.170864429
Cluster-28318.0,1.098114178
Cluster-28332.0,0.132325368
Cluster-28337.0,0.011098803
Cluster-28350.1,-0.005012818
Cluster-28350.3,2.80276898
Cluster-28353.0,-0.135134963
Cluster-28423.2,0.112948429
Cluster-28426.2,0.00657422
Cluster-28477.3,0.078208575
Cluster-28477.8,1.487265867
Cluster-28489.0,0.125013262
Cluster-28494.0,0.588370126
Cluster-28528.1,2.123916496
Cluster-28533.0,1.704685838
Cluster-28564.1,-0.020625256
Cluster-28569.0,0.018299169
Cluster-28581.0,0.110657154
Cluster-28583.1,0.10069286
Cluster-28588.0,0.12922969
Cluster-28606.3,-0.001508948
Cluster-28610.0,0.077122929
Cluster-28610.1,0.016777715
Cluster-28610.3,1.26171531
Cluster-28613.1,0.859477462
Cluster-28624.0,0.003148328
Cluster-28624.1,0.39018625
Cluster-28638.0,0.568996379
Cluster-28647.0,0.054811921
Cluster-28655.0,0.294009457
Cluster-28666.0,0.609081637
Cluster-28669.0,0.413492701
Cluster-28688.0,0.406537704
Cluster-28696.1,0.013369009
Cluster-28697.1,0.405387476
Cluster-28699.0,4.035644396
Cluster-28710.1,0.030501876
Cluster-28724.0,0.433676668
Cluster-28732.0,0.823068359
Cluster-28746.0,0.271311411
Cluster-28780.1,0.070432619
Cluster-28783.0,0.551090968
Cluster-28802.0,0.655738998
Cluster-28819.0,0.002463734
Cluster-28822.0,0.603365464
Cluster-28829.1,4.399726376
Cluster-28845.1,0.227154339
Cluster-28852.0,0.245161945
Cluster-28862.0,0.093814405
Cluster-28867.0,0.037703581
Cluster-28871.1,0.206127319
Cluster-28877.0,0.20803692
Cluster-28897.0,0.693862159
Cluster-28897.1,0.5253484
Cluster-28919.2,0.262181325
Cluster-28930.0,0.0924415
Cluster-28939.0,0.271161509
Cluster-28947.0,0.617804568
Cluster-28948.0,0.27581172
Cluster-28985.0,0.46481107
Cluster-28988.1,1.341277723
Cluster-28995.0,-0.002736283
Cluster-29011.0,0.340349359
Cluster-29026.0,1.499850647
Cluster-29043.0,0.189170952
Cluster-29047.0,0.006230305
Cluster-29086.0,0.180429191
Cluster-29086.1,1.502176091
Cluster-29089.0,0.546377119
Cluster-29092.0,1.531005524
Cluster-29095.3,0.068932516
Cluster-29102.0,0.590297853
Cluster-29103.1,0.206339782
Cluster-29106.0,0.286870929
Cluster-29174.1,0.626620539
Cluster-29174.3,0.132534688
Cluster-29189.1,0.525553641
Cluster-29192.0,0.676406974
Cluster-29198.0,0.007733471
Cluster-29220.0,0.321978717
Cluster-29224.1,0.021416635
Cluster-29231.0,0.791849634
Cluster-29254.0,0.038134749
Cluster-29281.0,0.165560887
Cluster-29312.0,1.139064684
Cluster-29359.0,0.022201997
Cluster-29406.1,0.037535243
Cluster-29409.0,1.132508739
Cluster-29413.0,0.181736419
Cluster-29417.1,0.11271943
Cluster-29430.0,0.108984459
Cluster-29482.3,1.859537911
Cluster-29538.0,0.282602263
Cluster-29562.0,0.530748975
Cluster-29572.0,0.014786065
Cluster-29585.0,0.564494216
Cluster-29598.1,0.66190552
Cluster-29626.1,-0.160699687
Cluster-29634.2,0.30597584
Cluster-29635.0,0.043016957
Cluster-29635.2,0.997057439
Cluster-29635.3,0.441938399
Cluster-29638.4,0.01232838
Cluster-29644.0,1.320301301
Cluster-29660.0,1.027990803
Cluster-29698.0,0.683649139
Cluster-29700.0,2.330547781
Cluster-29719.1,0.412527295
Cluster-29815.0,0.143944556
