,stat
Cluster-12481.0,-0.045714674
Cluster-12673.1,0.656120025
Cluster-12706.0,0.254260655
Cluster-12890.0,0.086534089
Cluster-12913.0,1.706929307
Cluster-12913.1,-1.559039159
Cluster-12926.2,0.200365987
Cluster-12971.2,0.776238311
Cluster-13025.0,0.107576371
Cluster-13035.2,-2.067321527
Cluster-13066.1,-1.004233659
Cluster-13101.0,-3.736439241
Cluster-13101.1,-1.507711903
Cluster-13124.0,-0.045720585
Cluster-13131.0,-0.025015561
Cluster-13131.1,0.824603771
Cluster-13194.0,0.117165907
Cluster-13370.0,0.233845145
Cluster-13435.0,0.940870523
Cluster-13450.0,-0.072120201
Cluster-13546.3,0.818707797
Cluster-13576.3,-0.773656609
Cluster-13576.4,0.899028185
Cluster-13583.0,0.186905254
Cluster-13704.0,-0.008775107
Cluster-13716.0,0.103322564
Cluster-13775.4,-0.929184201
Cluster-13912.0,-0.492565269
Cluster-13930.0,-0.130467986
Cluster-14126.0,0.033955552
Cluster-14247.0,0.414394276
Cluster-14435.1,0.733311482
Cluster-14442.1,0.42224397
Cluster-14455.1,0.429441716
Cluster-14493.1,1.490349858
Cluster-14519.1,1.071312381
Cluster-14523.0,-0.009476865
Cluster-14546.1,-3.15523121
Cluster-14593.3,1.396576171
Cluster-14609.1,-0.125116383
Cluster-14687.0,0.091002413
Cluster-14692.1,0.336273551
Cluster-14702.1,1.902382074
Cluster-14778.0,-0.035023908
Cluster-14817.0,-0.197276882
Cluster-14996.1,0.272160305
Cluster-15020.0,-0.259660632
Cluster-15117.0,-0.238932317
Cluster-15176.0,-0.789593728
Cluster-15186.1,-1.483569518
Cluster-15270.2,-0.080296767
Cluster-15424.0,0.019187255
Cluster-15574.0,2.172533996
Cluster-15574.1,0.513734103
Cluster-15574.2,-1.681007428
Cluster-15578.0,-0.028416677
Cluster-15681.0,0.144605418
Cluster-15685.0,0.394163833
Cluster-15695.1,1.0018554
Cluster-15695.2,-0.116327254
Cluster-15734.0,0.05749641
Cluster-15759.0,-1.284138457
Cluster-15853.0,0.333176184
Cluster-15929.1,0.065645234
Cluster-15980.1,-0.527311057
Cluster-15984.1,0.09635842
Cluster-16001.0,0.000698113
Cluster-16040.1,-0.892133473
Cluster-16046.1,-1.223842643
Cluster-16051.1,-0.3258684
Cluster-16082.2,-0.415040125
Cluster-16082.4,-1.427481129
Cluster-16089.0,0.099202776
Cluster-16129.0,0.105754036
Cluster-16150.2,-0.783963722
Cluster-16162.1,-0.180019258
Cluster-16195.0,0.644182395
Cluster-16253.1,0.159214385
Cluster-16257.1,0.066970704
Cluster-16276.0,0.578084931
Cluster-16309.0,-0.650187275
Cluster-16322.0,-0.360074868
Cluster-16356.0,-0.093361001
Cluster-16418.0,0.012947172
Cluster-16456.0,0.170907505
Cluster-16458.0,-0.138649746
Cluster-16481.0,0.072849342
Cluster-16500.0,0.030078016
Cluster-16531.0,1.999967369
Cluster-16531.1,-0.380770525
Cluster-16531.2,-1.081724318
Cluster-16538.0,-2.221299962
Cluster-16547.0,-0.092815798
Cluster-16577.0,0.199547733
Cluster-16597.1,-0.25375016
Cluster-16696.0,0.346030284
Cluster-16700.1,-0.303990991
Cluster-16797.1,0.029233236
Cluster-16892.2,-0.06972868
Cluster-16906.0,-0.611897562
Cluster-16968.0,-0.069350299
Cluster-16981.3,-0.200793403
Cluster-16981.4,0.929186965
Cluster-17022.0,-0.214993736
Cluster-17088.1,-0.438963299
Cluster-17149.0,-1.066206832
Cluster-17230.0,1.874850344
Cluster-17258.0,-0.492136108
Cluster-17271.0,-0.123023344
Cluster-17397.0,-0.86917094
Cluster-17399.2,0.764022414
Cluster-17409.1,0.475657528
Cluster-17434.1,-0.055675238
Cluster-17461.0,0.003638521
Cluster-17478.0,-0.080677692
Cluster-17506.1,-0.069481473
Cluster-17514.1,-0.027083103
Cluster-17577.0,0.080349007
Cluster-17595.0,0.160920719
Cluster-17622.0,0.15085497
Cluster-17660.0,-0.191303661
Cluster-17664.0,0.052269948
Cluster-17675.0,-0.769434962
Cluster-17700.0,-0.116023207
Cluster-17872.0,0.427929873
Cluster-17908.1,-0.172075906
Cluster-18154.0,0.343582066
Cluster-18218.0,0.509780545
Cluster-18296.0,-5.347215785
Cluster-18303.0,-0.011061578
Cluster-18374.3,0.780088513
Cluster-18384.0,-0.132647557
Cluster-18402.0,0.030134105
Cluster-18471.0,0.774949891
Cluster-18471.1,1.379685776
Cluster-18475.1,0.190841684
Cluster-18478.0,0.055116231
Cluster-18482.1,2.193018729
Cluster-18492.0,-0.095184613
Cluster-18514.0,0.017524526
Cluster-18517.0,-1.332528361
Cluster-18519.0,0.111205607
Cluster-18587.0,0.458201367
Cluster-18600.1,0.675188232
Cluster-18620.1,-0.134689539
Cluster-18637.0,-0.101817495
Cluster-18661.0,0.946479112
Cluster-18723.0,-0.125787295
Cluster-18735.0,-1.840005997
Cluster-18778.0,0.077961108
Cluster-19023.0,-1.332440589
Cluster-19082.0,-0.107148966
Cluster-19154.0,0.160167992
Cluster-19199.0,-0.392193835
Cluster-19215.2,0.060923845
Cluster-19246.0,-1.087392029
Cluster-19262.2,-0.079651442
Cluster-19305.0,-0.072877898
Cluster-19334.0,0.71339302
Cluster-19342.0,-0.398241416
Cluster-19367.0,0.188514686
Cluster-19394.0,0.024551685
Cluster-19397.2,-0.232441047
Cluster-19452.1,1.427048418
Cluster-19467.0,0.006414086
Cluster-19505.0,-1.352164628
Cluster-19521.0,0.164799575
Cluster-19558.1,0.203686003
Cluster-19580.0,0.706214342
Cluster-19599.1,-0.016638178
Cluster-19622.0,0.070699898
Cluster-19625.0,-0.498100846
Cluster-19639.0,0.385311802
Cluster-19677.0,1.584428807
Cluster-19711.0,0.069785103
Cluster-19765.1,0.172730546
Cluster-19779.1,0.069740646
Cluster-19907.1,-0.107002081
Cluster-19915.0,0.243231864
Cluster-19932.0,-0.300304597
Cluster-19960.0,0.408286491
Cluster-19980.0,1.858749622
Cluster-19998.0,-0.213981714
Cluster-20010.0,-0.674867695
Cluster-20016.0,0.05200774
Cluster-20018.7,-0.449211681
Cluster-20018.8,-0.591424393
Cluster-20033.0,0.058658198
Cluster-20036.0,-0.07133636
Cluster-20042.1,-0.149603257
Cluster-20065.0,-0.013089546
Cluster-20102.0,-0.977008683
Cluster-20117.0,-0.044180358
Cluster-20141.0,0.225494595
Cluster-20162.0,-0.310985393
Cluster-20178.0,0.037333864
Cluster-20179.0,-0.059346873
Cluster-20218.0,0.216257213
Cluster-20251.1,0.450735949
Cluster-20252.0,-0.441398638
Cluster-20284.0,-0.050872569
Cluster-20293.0,0.745571621
Cluster-20323.0,0.38173857
Cluster-20325.0,0.219593105
Cluster-20331.0,0.8541893
Cluster-20348.0,-0.22120176
Cluster-20474.2,0.382139778
Cluster-20492.4,0.51133463
Cluster-20503.0,-0.221499324
Cluster-20504.2,-0.884603366
Cluster-20522.0,-0.027290709
Cluster-20530.0,0.024238159
Cluster-20542.1,-1.090394997
Cluster-20564.1,-0.331079092
Cluster-20589.2,0.946028248
Cluster-20613.0,-1.743858195
Cluster-20613.1,0.61190926
Cluster-20619.1,-1.020185318
Cluster-20619.4,-0.605863443
Cluster-20627.1,1.075412666
Cluster-20632.1,0.758990534
Cluster-20635.1,0.168455075
Cluster-20688.0,0.583732693
Cluster-20695.0,-0.04419375
Cluster-20761.0,-0.043923229
Cluster-20780.0,0.048277974
Cluster-20825.0,-0.129637006
Cluster-20827.0,-0.135639795
Cluster-20841.0,-0.685737903
Cluster-20882.0,0.138979459
Cluster-20895.0,0.314329591
Cluster-20907.0,0.026237431
Cluster-20910.0,0.152987529
Cluster-20941.0,0.393772763
Cluster-20950.2,-0.91587191
Cluster-20953.0,0.269617343
Cluster-20968.0,-0.362409385
Cluster-20971.0,0.534850029
Cluster-20971.1,-0.270785141
Cluster-20980.1,0.869063643
Cluster-21002.0,0.142306726
Cluster-21033.0,-0.606289585
Cluster-21055.1,-0.177501013
Cluster-21058.0,0.073354918
Cluster-21068.0,-0.020830735
Cluster-21074.0,-0.265653582
Cluster-21139.1,-0.08172751
Cluster-21139.3,-0.100898189
Cluster-21148.0,0.036616553
Cluster-21160.0,0.236962532
Cluster-21160.1,1.394762453
Cluster-21161.0,-0.463709682
Cluster-21198.1,0.426969807
Cluster-21206.0,0.065314787
Cluster-21207.0,0.072712546
Cluster-21210.0,-0.093102996
Cluster-21219.0,-0.050774312
Cluster-21221.0,0.055607525
Cluster-21250.0,0.69350896
Cluster-21255.0,1.574427062
Cluster-21263.0,-0.09630913
Cluster-21267.0,0.136008461
Cluster-21275.0,-0.060614518
Cluster-21277.2,0.116834032
Cluster-21354.0,-0.635460615
Cluster-21360.1,-0.410795261
Cluster-21361.0,0.29373708
Cluster-21364.4,-0.482943311
Cluster-21364.5,-2.780615407
Cluster-21380.0,0.332551029
Cluster-21394.1,-0.602089368
Cluster-21410.0,-1.23216343
Cluster-21418.0,0.092560105
Cluster-21426.0,-0.023168086
Cluster-21443.0,0.006898781
Cluster-21444.0,-0.02136416
Cluster-21446.0,0.855707142
Cluster-21449.0,-0.112120114
Cluster-21470.0,-0.199473599
Cluster-21470.2,-0.360311319
Cluster-21477.0,0.1442198
Cluster-21482.0,0.05335726
Cluster-21489.0,-0.032178663
Cluster-21490.0,0.120828554
Cluster-21495.1,-0.429542243
Cluster-21578.0,-0.014658739
Cluster-21587.0,-0.408884932
Cluster-21591.0,2.091729546
Cluster-21606.2,-0.583244539
Cluster-21678.1,-1.167582182
Cluster-21713.0,-0.235323592
Cluster-21717.1,0.173654514
Cluster-21722.0,-0.120244293
Cluster-21728.3,-0.071173423
Cluster-21764.0,0.032886971
Cluster-21774.0,0.700249773
Cluster-21794.1,0.147540861
Cluster-21814.0,0.308706507
Cluster-21856.0,0.118866279
Cluster-21879.0,-0.169855048
Cluster-21886.0,0.139492534
Cluster-21899.0,0.069001838
Cluster-21907.0,0.559646833
Cluster-21978.3,0.713872984
Cluster-22024.0,0.344788881
Cluster-22029.0,0.1042362
Cluster-22079.0,0.028665182
Cluster-22108.0,-0.154455969
Cluster-22112.0,-0.062881471
Cluster-22153.0,1.45819454
Cluster-22156.0,-0.833413211
Cluster-22165.0,0.167066471
Cluster-22169.1,0.97227953
Cluster-22184.2,-0.186330328
Cluster-22200.2,0.058801853
Cluster-22206.3,1.471236126
Cluster-22221.1,-0.905507782
Cluster-22240.0,0.218094726
Cluster-22273.1,0.399031838
Cluster-22318.2,-0.547569055
Cluster-22336.0,0.130512422
Cluster-22337.0,0.169563088
Cluster-22344.0,-0.222641954
Cluster-22360.0,0.16139363
Cluster-22383.1,-0.478158921
Cluster-22490.0,-1.344147351
Cluster-22532.0,0.112899774
Cluster-22569.3,0.485293145
Cluster-22598.0,-0.360342184
Cluster-22605.0,0.461983732
Cluster-22607.0,-0.633679752
Cluster-22618.0,0.48736251
Cluster-22619.0,-0.010661223
Cluster-22623.1,-0.844192424
Cluster-22715.0,0.25532904
Cluster-22728.0,-0.067226795
Cluster-22741.0,-0.067589942
Cluster-22757.0,-0.272170599
Cluster-22792.0,-0.150015776
Cluster-22818.1,1.420949537
Cluster-22890.0,0.112220005
Cluster-22910.0,-0.962640935
Cluster-22947.0,1.307711319
Cluster-22968.0,-0.112550991
Cluster-22970.2,-1.255170754
Cluster-22972.0,-0.023339858
Cluster-22975.0,0.304110377
Cluster-22990.2,0.492791005
Cluster-23021.1,-1.294676564
Cluster-23038.0,-0.372299173
Cluster-23072.0,1.185451128
Cluster-23077.0,0.825483908
Cluster-23084.1,0.153833915
Cluster-23088.1,-0.354289602
Cluster-23095.0,-0.36493626
Cluster-23098.3,-0.337065298
Cluster-23102.1,0.44380176
Cluster-23134.0,0.088546399
Cluster-23135.0,0.135390953
Cluster-23136.0,-0.145488103
Cluster-23136.3,-1.985865143
Cluster-23169.0,0.016204705
Cluster-23182.2,0.064811452
Cluster-23202.1,0.705570737
Cluster-23205.0,-0.162021848
Cluster-23315.0,0.055304312
Cluster-23343.1,0.388555223
Cluster-23372.1,-1.003781725
Cluster-23375.3,-0.608796881
Cluster-23390.1,-0.346329451
Cluster-23401.0,1.294875031
Cluster-23420.1,-0.116344289
Cluster-23493.0,-0.330796858
Cluster-23517.0,-0.148272499
Cluster-23517.1,-0.241308104
Cluster-23534.0,0.126712611
Cluster-23536.0,-0.027980491
Cluster-23550.1,-0.345218031
Cluster-23573.1,0.410779293
Cluster-23588.3,0.162688499
Cluster-23632.0,-0.222219676
Cluster-23648.0,0.038286288
Cluster-23684.0,0.126116086
Cluster-23686.2,0.69777998
Cluster-23707.1,-0.218098756
Cluster-23707.2,-0.071390104
Cluster-23726.1,0.295485619
Cluster-23742.1,-1.290033642
Cluster-23754.0,-0.066400025
Cluster-23757.1,-0.999064512
Cluster-23772.0,0.200806243
Cluster-23801.3,-0.570572256
Cluster-23806.0,-0.200361715
Cluster-23832.1,0.743422509
Cluster-23836.0,0.923760471
Cluster-23917.0,-0.01855086
Cluster-23928.0,-1.703059887
Cluster-23948.4,0.230626101
Cluster-23956.0,0.104673631
Cluster-23960.1,1.463558177
Cluster-23967.0,-0.533254777
Cluster-23974.0,0.134255166
Cluster-24008.0,-0.804177627
Cluster-24024.1,-0.088774069
Cluster-24050.0,1.355413782
Cluster-24061.0,-0.015897895
Cluster-24068.1,0.11624173
Cluster-24093.0,-0.031943174
Cluster-24095.0,-0.158793119
Cluster-24128.0,-0.480541139
Cluster-24192.3,-0.239245193
Cluster-24241.0,1.187157474
Cluster-24257.0,-0.108815814
Cluster-24290.0,-0.49014597
Cluster-24330.1,-1.281170618
Cluster-24366.3,1.408228043
Cluster-24377.0,-0.554095819
Cluster-24383.0,-0.042564141
Cluster-24392.0,0.089388997
Cluster-24393.0,-0.050099542
Cluster-24406.0,-0.152910873
Cluster-24424.0,1.154060183
Cluster-24427.0,0.350150087
Cluster-24440.1,-0.679392739
Cluster-24451.1,-0.141473609
Cluster-24463.0,0.319212518
Cluster-24463.1,0.402994253
Cluster-24465.0,-0.60988023
Cluster-24474.3,-0.195550792
Cluster-24474.4,2.020317903
Cluster-24475.1,0.40274186
Cluster-24492.2,0.111152858
Cluster-24535.0,-0.8068304
Cluster-24539.0,-0.039531228
Cluster-24553.0,-0.030345465
Cluster-24572.3,-0.989776394
Cluster-24572.4,-0.201042518
Cluster-24587.0,-0.61269158
Cluster-24588.0,-0.213268958
Cluster-24663.0,0.08902033
Cluster-24683.1,2.191327694
Cluster-24719.0,-0.342804666
Cluster-24747.0,0.008219204
Cluster-24771.1,-0.37973312
Cluster-24783.3,-0.521189216
Cluster-24798.0,0.001134185
Cluster-24820.0,-0.001809462
Cluster-24829.0,-0.511681445
Cluster-24831.0,0.092954745
Cluster-24872.1,0.477794893
Cluster-24906.1,0.03433028
Cluster-24916.0,0.116091745
Cluster-24927.0,-0.544178805
Cluster-24970.1,-0.009615842
Cluster-24978.0,-1.042548308
Cluster-24978.1,-0.702088611
Cluster-24978.4,-0.921472328
Cluster-24993.0,0.144774674
Cluster-24996.1,-0.43765329
Cluster-25016.0,1.845592101
Cluster-25057.0,-0.218103404
Cluster-25063.0,1.298437472
Cluster-25112.5,-0.032986643
Cluster-25128.1,-2.233077571
Cluster-25140.0,-0.614739592
Cluster-25156.1,-0.402526053
Cluster-25179.1,0.227755092
Cluster-25184.0,-0.47098643
Cluster-25212.0,-1.029130112
Cluster-25219.0,-0.025616411
Cluster-25220.0,-0.538241806
Cluster-25232.1,0.7109466
Cluster-25232.4,-1.374089087
Cluster-25232.7,0.040539768
Cluster-25232.8,-1.034372706
Cluster-25232.9,-1.74669852
Cluster-25233.0,0.169633606
Cluster-25238.0,-1.214715151
Cluster-25255.0,-0.504575681
Cluster-25255.2,1.841523231
Cluster-25278.0,-0.547838251
Cluster-25284.0,-0.228685457
Cluster-25290.1,-0.915099046
Cluster-25290.3,-0.604851278
Cluster-25298.1,-0.429782381
Cluster-25298.2,-0.124105604
Cluster-25301.0,0.200590836
Cluster-25301.1,1.00563825
Cluster-25302.0,0.308773427
Cluster-25307.0,0.076577217
Cluster-25310.0,-0.097308486
Cluster-25364.0,0.096283153
Cluster-25367.0,-0.435982437
Cluster-25370.0,-0.191557486
Cluster-25372.1,0.097367291
Cluster-25373.1,-1.63912647
Cluster-25385.0,-0.166580542
Cluster-25428.0,0.154972504
Cluster-25450.1,-0.152085604
Cluster-25451.0,-1.097380972
Cluster-25461.0,-0.123527631
Cluster-25474.0,0.038409618
Cluster-25514.0,-0.893191662
Cluster-25519.0,0.588147558
Cluster-25529.0,-0.004088691
Cluster-25542.0,-0.279204179
Cluster-25552.0,0.023123207
Cluster-25557.0,0.26802657
Cluster-25565.1,0.089876754
Cluster-25567.1,-0.905352938
Cluster-25574.0,-2.36878593
Cluster-25589.1,-1.970251154
Cluster-25597.1,-0.468701711
Cluster-25624.0,-0.232673587
Cluster-25640.0,-0.113112677
Cluster-25657.0,-0.155323612
Cluster-25681.0,0.484972646
Cluster-25695.3,-0.24601578
Cluster-25706.0,0.071551047
Cluster-25713.0,-0.068840914
Cluster-25718.0,-0.937277169
Cluster-25737.0,-0.155425537
Cluster-25762.1,1.558756585
Cluster-25764.1,0.797836089
Cluster-25771.1,-0.058925095
Cluster-25784.1,-0.547995151
Cluster-25793.0,-0.587329878
Cluster-25807.0,-0.625999299
Cluster-25829.0,-0.105668301
Cluster-25853.0,-0.388005402
Cluster-25877.1,-0.289665519
Cluster-25891.2,-0.618813541
Cluster-25891.4,0.938666547
Cluster-25891.7,0.301940893
Cluster-25918.0,0.121085762
Cluster-25929.1,-1.998642395
Cluster-25930.0,0.026622533
Cluster-25952.0,-0.049160038
Cluster-25956.0,-0.36618065
Cluster-25966.4,0.940007787
Cluster-25969.0,0.384257871
Cluster-25977.0,0.108948993
Cluster-26045.1,0.913372717
Cluster-26051.3,0.898572297
Cluster-26054.0,1.837098407
Cluster-26056.0,-1.000214841
Cluster-26062.0,-0.024599295
Cluster-26063.0,-0.097054432
Cluster-26132.0,-0.740774212
Cluster-26132.1,-0.290042941
Cluster-26132.3,0.051503268
Cluster-26132.5,-0.151369841
Cluster-26161.1,0.422425672
Cluster-26167.0,-1.090079062
Cluster-26167.1,-0.609987185
Cluster-26232.0,0.399727589
Cluster-26237.2,-1.052221601
Cluster-26243.0,-0.616902789
Cluster-26249.1,-0.165822908
Cluster-26254.0,-1.933595107
Cluster-26287.1,-0.180342396
Cluster-26307.0,0.903662057
Cluster-26314.1,0.502462406
Cluster-26317.0,-0.681044695
Cluster-26341.2,-0.172428565
Cluster-26349.1,-0.037934845
Cluster-26382.0,-0.094687782
Cluster-26390.0,-0.863023632
Cluster-26424.0,-0.222746906
Cluster-26429.0,0.041180575
Cluster-26440.0,-1.076796023
Cluster-26446.0,-0.106532966
Cluster-26446.1,-0.074328925
Cluster-26459.1,0.073851472
Cluster-26460.2,-1.244837375
Cluster-26460.3,-2.010442898
Cluster-26462.2,-1.061005805
Cluster-26476.2,-0.971664851
Cluster-26484.0,0.024062088
Cluster-26495.0,-0.066677232
Cluster-26501.0,-0.175033441
Cluster-26515.0,-0.706866388
Cluster-26518.1,0.473629361
Cluster-26522.0,0.103968091
Cluster-26528.1,1.006238494
Cluster-26566.0,0.531123002
Cluster-26570.0,0.185830656
Cluster-26576.0,-0.751191513
Cluster-26595.0,0.154879239
Cluster-26621.0,-0.958844246
Cluster-26629.0,1.474522915
Cluster-26631.0,0.06919867
Cluster-26671.0,-1.410924118
Cluster-26684.0,-0.232155725
Cluster-26691.0,0.108966416
Cluster-26693.0,0.343950084
Cluster-26742.0,-0.273110737
Cluster-26797.0,-0.445594618
Cluster-26805.0,0.004917499
Cluster-26823.0,0.289939882
Cluster-26838.0,-0.733202396
Cluster-26839.3,0.087502562
Cluster-26856.1,0.013765933
Cluster-26894.0,2.364448123
Cluster-26897.0,-0.033769469
Cluster-26929.0,-0.065996341
Cluster-26953.0,-0.174910565
Cluster-26972.0,-1.121294807
Cluster-26981.0,0.370751783
Cluster-27018.0,0.335552659
Cluster-27018.3,-1.271695136
Cluster-27022.0,-0.384547495
Cluster-27048.0,0.154580336
Cluster-27065.0,0.061102914
Cluster-27082.1,-0.408090311
Cluster-27108.1,0.175434838
Cluster-27110.0,1.046619772
Cluster-27114.0,-1.034125063
Cluster-27131.1,0.612107932
Cluster-27139.0,2.435473239
Cluster-27139.1,-0.745718715
Cluster-27139.2,-0.398188383
Cluster-27143.0,0.253730756
Cluster-27188.0,0.86324405
Cluster-27190.0,0.057981141
Cluster-27248.0,-0.01624804
Cluster-27277.0,0.299448424
Cluster-27300.0,-0.08175087
Cluster-27305.0,-2.875672445
Cluster-27329.0,0.184059425
Cluster-27395.1,0.594190114
Cluster-27402.1,-0.413458577
Cluster-27430.0,-0.14686598
Cluster-27444.1,0.890617351
Cluster-27448.1,-0.259589885
Cluster-27476.0,-0.520804408
Cluster-27477.0,-0.019135763
Cluster-27489.7,-1.894590525
Cluster-27516.0,-1.135227337
Cluster-27522.0,0.066431908
Cluster-27522.2,0.092869195
Cluster-27536.2,0.111222035
Cluster-27539.0,-0.018176701
Cluster-27555.0,-0.032173218
Cluster-27559.1,-0.174544988
Cluster-27565.0,0.532892866
Cluster-27601.0,0.283160248
Cluster-27608.0,-0.043020497
Cluster-27615.0,-1.236466518
Cluster-27642.2,0.07837824
Cluster-27646.0,0.253627862
Cluster-27647.0,-1.274484226
Cluster-27648.0,-0.619392989
Cluster-27653.2,-1.458355911
Cluster-27663.0,0.058674728
Cluster-27673.0,0.057753325
Cluster-27674.0,-0.003896784
Cluster-27677.0,-0.428182748
Cluster-27677.1,0.666146895
Cluster-27678.1,-1.65931152
Cluster-27681.3,1.302245728
Cluster-27768.0,-0.369936277
Cluster-27775.1,-0.176193554
Cluster-27781.0,2.246264235
Cluster-27792.0,-0.299632977
Cluster-27796.0,0.363844383
Cluster-27823.0,0.114105148
Cluster-27841.1,0.120702912
Cluster-27845.0,2.078772822
Cluster-27854.1,-1.879009707
Cluster-27864.0,-0.009367856
Cluster-27864.1,-1.380695145
Cluster-27886.1,0.139716768
Cluster-27889.0,0.077989393
Cluster-27901.0,-0.005162801
Cluster-27902.1,-0.735860124
Cluster-27908.1,0.212145289
Cluster-27957.3,0.184418842
Cluster-27965.0,-0.391283064
Cluster-27981.0,-0.423932588
Cluster-27988.0,0.039400261
Cluster-27995.1,-0.489469982
Cluster-27998.1,0.224665992
Cluster-28006.0,-0.043247197
Cluster-28027.0,-0.12693407
Cluster-28034.0,0.15671869
Cluster-28050.0,0.250459261
Cluster-28076.2,-0.93771242
Cluster-28080.0,-1.243690222
Cluster-28083.0,0.165222908
Cluster-28091.0,-0.055925613
Cluster-28099.0,-0.972925705
Cluster-28118.0,-1.239201997
Cluster-28118.1,-0.157770173
Cluster-28144.0,2.693811192
Cluster-28146.0,-0.150800086
Cluster-28158.0,-0.05662218
Cluster-28184.1,0.290800779
Cluster-28198.0,0.460511819
Cluster-28214.0,0.007059777
Cluster-28219.1,0.407894551
Cluster-28221.1,0.016325891
Cluster-28237.0,-0.100363157
Cluster-28267.2,-1.873863344
Cluster-28267.4,0.463710403
Cluster-28273.0,0.711235336
Cluster-28306.0,1.529724266
Cluster-28318.0,-0.695932668
Cluster-28332.0,-2.030436557
Cluster-28337.0,-0.319723618
Cluster-28350.1,0.846227717
Cluster-28350.3,-0.365753404
Cluster-28353.0,-0.344933423
Cluster-28423.2,-0.302393257
Cluster-28426.2,-1.613396927
Cluster-28477.3,0.557898441
Cluster-28477.8,0.636065908
Cluster-28489.0,-4.954180115
Cluster-28494.0,0.047961423
Cluster-28528.1,-0.27166533
Cluster-28533.0,0.712109982
Cluster-28564.1,-0.497971108
Cluster-28569.0,-1.559896375
Cluster-28581.0,-0.193575696
Cluster-28583.1,0.748730735
Cluster-28588.0,0.371134411
Cluster-28606.3,-0.259676707
Cluster-28610.0,0.076507348
Cluster-28610.1,0.582600778
Cluster-28610.3,-0.732485564
Cluster-28613.1,0.085337586
Cluster-28624.0,-0.40002959
Cluster-28624.1,-0.065253906
Cluster-28638.0,0.262069604
Cluster-28647.0,-0.87585859
Cluster-28655.0,0.84036344
Cluster-28666.0,-0.459980695
Cluster-28669.0,-0.149053351
Cluster-28688.0,-0.251464928
Cluster-28696.1,2.194508244
Cluster-28697.1,-2.225126968
Cluster-28699.0,0.469584923
Cluster-28710.1,-0.894935809
Cluster-28724.0,0.516866814
Cluster-28732.0,0.217082075
Cluster-28746.0,0.389067691
Cluster-28780.1,0.64679559
Cluster-28783.0,0.015243851
Cluster-28802.0,-0.080708968
Cluster-28819.0,-0.422944497
Cluster-28822.0,0.11037514
Cluster-28829.1,-0.992914922
Cluster-28845.1,0.271112417
Cluster-28852.0,-0.471973185
Cluster-28862.0,0.807988369
Cluster-28867.0,-0.231462858
Cluster-28871.1,0.092860555
Cluster-28877.0,-0.500903116
Cluster-28897.0,0.650092235
Cluster-28897.1,-2.148102579
Cluster-28919.2,-0.32389665
Cluster-28930.0,-0.587847683
Cluster-28939.0,2.224284621
Cluster-28947.0,0.056931743
Cluster-28948.0,0.796970325
Cluster-28985.0,1.925262667
Cluster-28988.1,0.670477845
Cluster-28995.0,-0.198703269
Cluster-29011.0,0.24346857
Cluster-29026.0,-0.356470758
Cluster-29043.0,0.016286848
Cluster-29047.0,0.323465005
Cluster-29086.0,-0.483002651
Cluster-29086.1,-0.087330012
Cluster-29089.0,-0.418971104
Cluster-29092.0,0.782826705
Cluster-29095.3,-0.424612896
Cluster-29102.0,-0.444877323
Cluster-29103.1,0.655276197
Cluster-29106.0,-0.351249674
Cluster-29174.1,0.331993042
Cluster-29174.3,0.158120882
Cluster-29189.1,-0.02309412
Cluster-29192.0,-1.570260519
Cluster-29198.0,-2.36575296
